INSTRUMENT,SYMBOL    ,EXP_DATE  ,STR_PRICE  ,OPT_TYPE,OPEN_PRICE ,HI_PRICE   ,LO_PRICE   ,CLOSE_PRICE,OPEN_INT*      ,TRD_QTY          ,NO_OF_CONT       ,NO_OF_TRADE      ,NOTION_VAL        ,PR_VAL            
OPTSTK    ,DABUR     ,27/01/2026,00000500.00,PE      ,00000015.50,00000016.70,00000014.10,00000014.80,000000000737500,           163750,              131,              103,       84394562.50,        2519562.50
OPTSTK    ,DABUR     ,27/01/2026,00000505.00,CE      ,00000005.00,00000005.70,00000004.70,00000005.55,000000000130000,            75000,              060,              051,       38261750.00,         386750.00
OPTSTK    ,DABUR     ,27/01/2026,00000505.00,PE      ,00000019.00,00000019.00,00000019.00,00000019.00,000000000032500,             2500,              002,              002,        1310000.00,          47500.00
OPTSTK    ,DABUR     ,27/01/2026,00000510.00,CE      ,00000004.00,00000004.50,00000003.55,00000004.20,000000000298750,           325000,              260,              181,      167066500.00,        1316500.00
OPTSTK    ,DABUR     ,27/01/2026,00000510.00,PE      ,00000022.70,00000023.15,00000020.95,00000021.75,000000000042500,            18750,              015,              014,        9980000.00,         417500.00
OPTSTK    ,DABUR     ,27/01/2026,00000515.00,CE      ,00000003.00,00000003.35,00000002.70,00000003.20,000000000127500,           118750,              095,              078,       61514000.00,         357750.00
OPTSTK    ,DABUR     ,27/01/2026,00000520.00,CE      ,00000002.20,00000002.60,00000002.05,00000002.40,000000000880000,           655000,              524,              279,      342118875.00,        1518875.00
OPTSTK    ,DABUR     ,27/01/2026,00000520.00,PE      ,00000030.70,00000031.55,00000029.30,00000029.45,000000000090000,            25000,              020,              019,       13763375.00,         763375.00
OPTSTK    ,DABUR     ,27/01/2026,00000525.00,CE      ,00000001.80,00000001.90,00000001.70,00000001.90,000000000021250,            22500,              018,              017,       11852500.00,          40000.00
OPTSTK    ,DABUR     ,27/01/2026,00000530.00,CE      ,00000001.25,00000001.60,00000001.25,00000001.45,000000000281250,           146250,              117,              080,       77717562.50,         205062.50
OPTSTK    ,DABUR     ,27/01/2026,00000530.00,PE      ,00000040.00,00000040.15,00000038.50,00000039.70,000000000115000,             7500,              006,              006,        4271750.00,         296750.00
OPTSTK    ,DABUR     ,27/01/2026,00000535.00,CE      ,00000001.20,00000001.20,00000001.05,00000001.20,000000000036250,            46250,              037,              031,       24796437.50,          52687.50
OPTSTK    ,DABUR     ,27/01/2026,00000535.00,PE      ,00000045.00,00000045.00,00000045.00,00000045.00,000000000008750,             1250,              001,              001,         725000.00,          56250.00
OPTSTK    ,DABUR     ,27/01/2026,00000540.00,CE      ,00000000.90,00000000.90,00000000.85,00000000.90,000000000155000,            25000,              020,              017,       13521750.00,          21750.00
OPTSTK    ,DABUR     ,27/01/2026,00000540.00,PE      ,00000048.55,00000050.50,00000048.55,00000049.00,000000000022500,             6250,              005,              005,        3682312.50,         307312.50
OPTSTK    ,DABUR     ,27/01/2026,00000545.00,CE      ,00000000.70,00000000.75,00000000.70,00000000.75,000000000061250,            58750,              047,              021,       32062062.50,          43312.50
OPTSTK    ,DABUR     ,27/01/2026,00000550.00,CE      ,00000000.70,00000000.80,00000000.60,00000000.65,000000000315000,           327500,              262,              062,      180344500.00,         219500.00
OPTSTK    ,DABUR     ,27/01/2026,00000550.00,PE      ,00000059.00,00000059.90,00000057.25,00000058.45,000000000043750,            25000,              020,              018,       15216812.50,        1466812.50
OPTSTK    ,DABUR     ,27/01/2026,00000560.00,CE      ,00000000.55,00000000.55,00000000.55,00000000.55,000000000012500,             1250,              001,              001,         700687.50,            687.50
OPTSTK    ,DABUR     ,27/01/2026,00000560.00,PE      ,00000068.00,00000068.20,00000067.00,00000067.00,000000000012500,             6250,              005,              005,        3921500.00,         421500.00
OPTSTK    ,DABUR     ,27/01/2026,00000570.00,PE      ,00000077.00,00000079.00,00000077.00,00000079.00,000000000002500,             2500,              002,              002,        1620000.00,         195000.00
OPTSTK    ,DABUR     ,27/01/2026,00000580.00,CE      ,00000000.65,00000000.65,00000000.35,00000000.35,000000000007500,             2500,              002,              002,        1451250.00,           1250.00
OPTSTK    ,DABUR     ,27/01/2026,00000590.00,CE      ,00000000.15,00000000.25,00000000.15,00000000.20,000000000005000,             3750,              003,              003,        2213250.00,            750.00
OPTSTK    ,DABUR     ,27/01/2026,00000590.00,PE      ,00000097.20,00000097.80,00000097.20,00000097.80,000000000003750,             3750,              003,              002,        2578500.00,         366000.00
OPTSTK    ,DABUR     ,27/01/2026,00000600.00,CE      ,00000000.25,00000000.25,00000000.20,00000000.20,000000000061250,            15000,              012,              006,        9003437.50,           3437.50
OPTSTK    ,DABUR     ,24/02/2026,00000470.00,PE      ,00000007.00,00000007.00,00000007.00,00000007.00,000000000001250,             1250,              001,              001,         596250.00,           8750.00
OPTSTK    ,DALBHARAT ,30/12/2025,00001800.00,PE      ,00000000.10,00000000.10,00000000.05,00000000.05,000000000008450,             1625,              005,              005,        2925097.50,             97.50
OPTSTK    ,DALBHARAT ,30/12/2025,00001820.00,PE      ,00000000.20,00000000.20,00000000.15,00000000.15,000000000043550,              650,              002,              002,        1183113.75,            113.75
OPTSTK    ,DALBHARAT ,30/12/2025,00001840.00,PE      ,00000000.50,00000000.50,00000000.10,00000000.10,000000000025025,             6825,              021,              007,       12559088.75,           1088.75
OPTSTK    ,DALBHARAT ,30/12/2025,00001860.00,PE      ,00000000.20,00000000.25,00000000.15,00000000.15,000000000021450,             7475,              023,              014,       13904897.50,           1397.50
OPTSTK    ,DALBHARAT ,30/12/2025,00001880.00,PE      ,00000000.10,00000000.10,00000000.05,00000000.10,000000000029900,             4875,              015,              007,        9165471.25,            471.25
OPTSTK    ,DALBHARAT ,30/12/2025,00001900.00,CE      ,00000265.00,00000265.00,00000265.00,00000265.00,000000000005525,              325,              001,              001,         703625.00,          86125.00
OPTSTK    ,DALBHARAT ,30/12/2025,00001900.00,PE      ,00000000.05,00000000.15,00000000.05,00000000.05,000000000053300,             6500,              020,              006,       12350422.50,            422.50
OPTSTK    ,DALBHARAT ,30/12/2025,00001920.00,PE      ,00000000.05,00000000.10,00000000.05,00000000.05,000000000035425,            25025,              077,              010,       48049267.50,           1267.50
OPTSTK    ,DALBHARAT ,30/12/2025,00001940.00,PE      ,00000000.15,00000000.25,00000000.05,00000000.05,000000000048425,             6500,              020,              020,       12610893.75,            893.75
OPTSTK    ,DALBHARAT ,30/12/2025,00001960.00,CE      ,00000200.00,00000200.00,00000200.00,00000200.00,000000000012350,              650,              002,              002,        1404000.00,         130000.00
OPTSTK    ,DALBHARAT ,30/12/2025,00001960.00,PE      ,00000000.40,00000000.45,00000000.30,00000000.40,000000000037050,             5525,              017,              008,       10831275.00,           2275.00
OPTSTK    ,DALBHARAT ,30/12/2025,00001980.00,PE      ,00000000.20,00000000.20,00000000.20,00000000.20,000000000027950,              325,              001,              001,         643565.00,             65.00
OPTSTK    ,DALBHARAT ,30/12/2025,00002000.00,CE      ,00000185.00,00000192.70,00000152.20,00000152.25,000000000024700,             4550,              014,              011,        9835085.00,         735085.00
OPTSTK    ,DALBHARAT ,30/12/2025,00002000.00,PE      ,00000000.55,00000000.55,00000000.05,00000000.05,000000000079300,            10725,              033,              021,       21452551.25,           2551.25
OPTSTK    ,DALBHARAT ,30/12/2025,00002020.00,CE      ,00000174.40,00000174.40,00000137.30,00000137.30,000000000022100,             1300,              004,              004,        2829011.25,         203011.25
OPTSTK    ,DALBHARAT ,30/12/2025,00002020.00,PE      ,00000000.30,00000000.95,00000000.15,00000000.20,000000000056550,            29575,              091,              072,       59749511.25,           8011.25
OPTSTK    ,DALBHARAT ,30/12/2025,00002040.00,CE      ,00000145.00,00000147.00,00000120.85,00000122.00,000000000021450,             4875,              015,              013,       10607415.00,         662415.00
OPTSTK    ,DALBHARAT ,30/12/2025,00002040.00,PE      ,00000000.45,00000000.50,00000000.15,00000000.25,000000000044850,            30225,              093,              083,       61666507.50,           7507.50
OPTSTK    ,DALBHARAT ,30/12/2025,00002060.00,CE      ,00000131.00,00000131.00,00000095.00,00000096.10,000000000045825,             1300,              004,              004,        2825062.50,         147062.50
OPTSTK    ,DALBHARAT ,30/12/2025,00002060.00,PE      ,00000000.30,00000000.50,00000000.15,00000000.25,000000000069225,            67925,              209,              170,      139943407.50,          17907.50
OPTSTK    ,DALBHARAT ,30/12/2025,00002080.00,CE      ,00000103.75,00000109.30,00000085.00,00000086.20,000000000024700,             3575,              011,              011,        7792330.00,         356330.00
OPTSTK    ,DALBHARAT ,30/12/2025,00002080.00,PE      ,00000000.30,00000001.00,00000000.10,00000000.25,000000000104650,            70525,              217,              182,      146710947.50,          18947.50
OPTSTK    ,DALBHARAT ,30/12/2025,00002100.00,CE      ,00000065.00,00000094.60,00000055.25,00000056.00,000000000029900,            24375,              075,              065,       53015917.50,        1828417.50
OPTSTK    ,DALBHARAT ,30/12/2025,00002100.00,PE      ,00000001.00,00000001.00,00000000.10,00000000.30,000000000078000,           161525,              497,              274,      339250372.50,          47872.50
OPTSTK    ,DALBHARAT ,30/12/2025,00002120.00,CE      ,00000051.35,00000074.80,00000038.80,00000038.80,000000000019825,            19825,              061,              056,       43205516.25,        1176516.25
OPTSTK    ,DALBHARAT ,30/12/2025,00002120.00,PE      ,00000002.20,00000002.20,00000000.20,00000000.40,000000000178750,           230100,              708,              409,      487943218.75,         131218.75
OPTSTK    ,DALBHARAT ,30/12/2025,00002140.00,CE      ,00000035.30,00000055.55,00000020.65,00000021.50,000000000015925,            39325,              121,              105,       85636313.75,        1480813.75
OPTSTK    ,DALBHARAT ,30/12/2025,00002140.00,PE      ,00000003.30,00000005.45,00000000.75,00000003.80,000000000017550,           491725,             1513,              957,     1053374107.50,        1082607.50
OPTSTK    ,DALBHARAT ,30/12/2025,00002160.00,CE      ,00000014.50,00000038.00,00000007.20,00000010.25,000000000030875,           377650,             1162,              985,      822722436.25,        6998436.25
OPTSTK    ,DALBHARAT ,30/12/2025,00002160.00,PE      ,00000012.00,00000015.30,00000001.90,00000012.75,000000000032500,           401375,             1235,              930,      869876377.50,        2906377.50
OPTSTK    ,DALBHARAT ,30/12/2025,00002180.00,CE      ,00000008.45,00000024.95,00000002.80,00000003.80,000000000076700,          1065675,             3279,             2555,     2336542325.00,       13370825.00
OPTSTK    ,DALBHARAT ,30/12/2025,00002180.00,PE      ,00000015.05,00000031.70,00000007.65,00000030.35,000000000016900,           230100,              708,              566,      505640281.25,        4022281.25
OPTSTK    ,DALBHARAT ,30/12/2025,00002200.00,CE      ,00000005.25,00000016.50,00000001.55,00000002.25,000000000263250,          1409525,             4337,             3233,     3113487341.25,       12532341.25
OPTSTK    ,DALBHARAT ,30/12/2025,00002200.00,PE      ,00000026.60,00000048.80,00000020.00,00000048.80,000000000005200,             3575,              011,              011,        7959786.25,          94786.25
OPTSTK    ,DALBHARAT ,30/12/2025,00002220.00,CE      ,00000003.30,00000009.10,00000000.75,00000001.00,000000000117325,           542100,             1668,             1398,     1205976785.00,        2514785.00
OPTSTK    ,DALBHARAT ,30/12/2025,00002220.00,PE      ,00000033.20,00000037.20,00000033.15,00000037.20,000000000002275,             1300,              004,              004,        2930671.25,          44671.25
OPTSTK    ,DALBHARAT ,30/12/2025,00002240.00,CE      ,00000001.15,00000005.55,00000000.50,00000000.75,000000000040950,           143325,              441,              362,      321425032.50,         377032.50
OPTSTK    ,DALBHARAT ,30/12/2025,00002260.00,CE      ,00000002.25,00000003.90,00000000.45,00000000.65,000000000049400,           174525,              537,              418,      394769700.00,         343200.00
OPTSTK    ,DALBHARAT ,30/12/2025,00002280.00,CE      ,00000002.65,00000002.70,00000000.25,00000000.25,000000000020150,            46150,              142,              127,      105269466.25,          47466.25
OPTSTK    ,DALBHARAT ,30/12/2025,00002300.00,CE      ,00000001.45,00000002.15,00000000.30,00000000.45,000000000064675,           107900,              332,              256,      248279070.00,         109070.00
OPTSTK    ,DALBHARAT ,30/12/2025,00002300.00,PE      ,00000135.50,00000135.50,00000135.50,00000135.50,000000000000975,              325,              001,              001,         791537.50,          44037.50
OPTSTK    ,DALBHARAT ,30/12/2025,00002320.00,CE      ,00000000.45,00000000.60,00000000.35,00000000.45,000000000062725,            88400,              272,              253,      205132947.50,          44947.50
OPTSTK    ,DALBHARAT ,27/01/2026,00001900.00,PE      ,00000003.75,00000003.80,00000002.25,00000003.80,000000000044850,             4550,              014,              012,        8659625.00,          14625.00
OPTSTK    ,DALBHARAT ,27/01/2026,00001940.00,PE      ,00000004.60,00000005.90,00000004.55,00000005.75,000000000027300,            17875,              055,              053,       34766160.00,          88660.00
OPTSTK    ,DALBHARAT ,27/01/2026,00002000.00,CE      ,00000207.00,00000207.00,00000178.35,00000178.35,000000000005850,              975,              003,              003,        2142513.75,         192513.75
OPTSTK    ,DALBHARAT ,27/01/2026,00002000.00,PE      ,00000008.50,00000011.55,00000008.20,00000011.35,000000000047450,            50375,              155,              101,      101243707.50,         493707.50
OPTSTK    ,DALBHARAT ,27/01/2026,00002020.00,PE      ,00000013.55,00000013.55,00000013.30,00000013.30,000000000002275,              975,              003,              002,        1982630.00,          13130.00
OPTSTK    ,DALBHARAT ,27/01/2026,00002040.00,PE      ,00000012.55,00000018.15,00000012.50,00000017.40,000000000022750,            19175,              059,              048,       39415902.50,         298902.50
OPTSTK    ,DALBHARAT ,27/01/2026,00002060.00,CE      ,00000123.50,00000123.50,00000121.80,00000122.65,000000000008775,              650,              002,              002,        1418722.50,          79722.50
OPTSTK    ,DALBHARAT ,27/01/2026,00002060.00,PE      ,00000014.35,00000022.50,00000014.35,00000021.00,000000000008775,            16575,              051,              046,       34473903.75,         329403.75
OPTSTK    ,DALBHARAT ,27/01/2026,00002080.00,PE      ,00000020.15,00000027.60,00000019.55,00000025.80,000000000016900,            25350,              078,              070,       53342916.25,         614916.25
OPTSTK    ,DALBHARAT ,27/01/2026,00002100.00,CE      ,00000104.00,00000130.70,00000099.00,00000100.65,000000000065000,           150150,              462,              351,      332388858.75,       17073858.75
OPTSTK    ,DALBHARAT ,27/01/2026,00002100.00,PE      ,00000043.00,00000045.50,00000023.40,00000032.45,000000000075400,           135200,              416,              385,      287677812.50,        3757812.50
OPTSTK    ,DALBHARAT ,27/01/2026,00002120.00,CE      ,00000115.00,00000115.00,00000091.40,00000095.50,000000000015600,             4225,              013,              013,        9410586.25,         453586.25
OPTSTK    ,DALBHARAT ,27/01/2026,00002120.00,PE      ,00000031.00,00000040.00,00000031.00,00000038.65,000000000002925,             3575,              011,              008,        7714931.25,         135931.25
OPTSTK    ,DALBHARAT ,27/01/2026,00002140.00,CE      ,00000086.95,00000103.05,00000076.00,00000080.00,000000000029250,            39000,              120,              115,       87061796.25,        3601796.25
OPTSTK    ,DALBHARAT ,27/01/2026,00002140.00,PE      ,00000035.85,00000048.25,00000035.75,00000047.25,000000000016900,            12350,              038,              034,       26938973.75,         509973.75
OPTSTK    ,DALBHARAT ,27/01/2026,00002160.00,CE      ,00000069.00,00000090.00,00000065.40,00000066.70,000000000027625,           103025,              317,              301,      230488797.50,        7954797.50
OPTSTK    ,DALBHARAT ,27/01/2026,00002160.00,PE      ,00000050.00,00000058.55,00000042.10,00000056.15,000000000038350,            66625,              205,              194,      147285092.50,        3375092.50
OPTSTK    ,DALBHARAT ,27/01/2026,00002180.00,CE      ,00000058.10,00000078.85,00000054.60,00000056.55,000000000031200,           136500,              420,              387,      306810351.25,        9240351.25
OPTSTK    ,DALBHARAT ,27/01/2026,00002180.00,PE      ,00000055.40,00000066.80,00000051.65,00000065.25,000000000017550,            44850,              138,              126,      100428022.50,        2655022.50
OPTSTK    ,DALBHARAT ,27/01/2026,00002200.00,CE      ,00000053.95,00000067.95,00000046.55,00000048.45,000000000184925,           892775,             2747,             2326,     2017430398.75,       53325398.75
OPTSTK    ,DALBHARAT ,27/01/2026,00002200.00,PE      ,00000068.00,00000080.60,00000059.60,00000076.55,000000000022425,            44850,              138,              130,      101720563.75,        3050563.75
OPTSTK    ,DALBHARAT ,27/01/2026,00002220.00,CE      ,00000056.45,00000057.00,00000040.35,00000041.55,000000000025025,            19825,              061,              060,       44942868.75,         931368.75
OPTSTK    ,DALBHARAT ,27/01/2026,00002240.00,CE      ,00000039.95,00000049.85,00000032.30,00000032.80,000000000050700,            78325,              241,              221,      178697366.25,        3249366.25
OPTSTK    ,DALBHARAT ,27/01/2026,00002260.00,CE      ,00000039.00,00000042.90,00000027.20,00000028.30,000000000011375,            24050,              074,              067,       55170716.25,         817716.25
OPTSTK    ,DALBHARAT ,27/01/2026,00002280.00,CE      ,00000025.15,00000028.05,00000023.40,00000023.40,000000000006825,             8775,              027,              025,       20233996.25,         226996.25
OPTSTK    ,DALBHARAT ,27/01/2026,00002300.00,CE      ,00000026.00,00000030.35,00000018.65,00000019.95,000000000075075,           133900,              412,              303,      311226288.75,        3256288.75
OPTSTK    ,DALBHARAT ,27/01/2026,00002320.00,CE      ,00000016.60,00000016.60,00000016.60,00000016.60,000000000001950,             1950,              006,              002,        4556370.00,          32370.00
OPTSTK    ,DALBHARAT ,27/01/2026,00002360.00,CE      ,00000017.35,00000017.35,00000011.35,00000011.40,000000000013325,            14625,              045,              013,       34706815.00,         191815.00
OPTSTK    ,DALBHARAT ,27/01/2026,00002400.00,CE      ,00000009.95,00000012.80,00000007.65,00000008.05,000000000014625,            41275,              127,              112,       99514285.00,         454285.00
OPTSTK    ,DALBHARAT ,27/01/2026,00002440.00,CE      ,00000007.00,00000008.70,00000005.60,00000006.10,000000000005525,            32500,              100,              089,       79530376.25,         230376.25
OPTSTK    ,DALBHARAT ,27/01/2026,00002480.00,CE      ,00000006.00,00000006.20,00000004.10,00000004.25,000000000004550,             9425,              029,              026,       23422408.75,          48408.75
OPTSTK    ,DALBHARAT ,27/01/2026,00002520.00,CE      ,00000004.60,00000004.60,00000003.50,00000003.50,000000000005850,             8125,              025,              018,       20510181.25,          35181.25
OPTSTK    ,DELHIVERY ,30/12/2025,00000350.00,PE      ,00000000.05,00000000.05,00000000.05,00000000.05,000000000282200,             4150,              002,              001,        1452707.50,            207.50
OPTSTK    ,DELHIVERY ,30/12/2025,00000360.00,PE      ,00000000.05,00000000.10,00000000.05,00000000.10,000000000211650,            18675,              009,              007,        6724037.50,           1037.50
OPTSTK    ,DELHIVERY ,30/12/2025,00000365.00,PE      ,00000000.10,00000000.15,00000000.10,00000000.10,000000000114125,            39425,              019,              017,       14394897.50,           4772.50
OPTSTK    ,DELHIVERY ,30/12/2025,00000370.00,CE      ,00000035.55,00000036.95,00000034.20,00000034.35,000000000016600,            20750,              010,              007,        8405721.25,         728221.25
OPTSTK    ,DELHIVERY ,30/12/2025,00000370.00,PE      ,00000000.15,00000000.15,00000000.10,00000000.15,000000000273900,            76775,              037,              021,       28414842.50,           8092.50
OPTSTK    ,DELHIVERY ,30/12/2025,00000375.00,PE      ,00000000.20,00000000.20,00000000.10,00000000.10,000000000454425,            74700,              036,              029,       28022148.75,           9648.75
OPTSTK    ,DELHIVERY ,30/12/2025,00000380.00,CE      ,00000025.45,00000025.95,00000025.45,00000025.95,000000000037350,             4150,              002,              002,        1683655.00,         106655.00
OPTSTK    ,DELHIVERY ,30/12/2025,00000380.00,PE      ,00000000.25,00000000.25,00000000.10,00000000.15,000000000346525,           130725,              063,              039,       49694278.75,          18778.75
OPTSTK    ,DELHIVERY ,30/12/2025,00000385.00,CE      ,00000021.50,00000021.50,00000021.50,00000021.50,000000000010375,             2075,              001,              001,         843487.50,          44612.50
OPTSTK    ,DELHIVERY ,30/12/2025,00000385.00,PE      ,00000000.15,00000000.20,00000000.10,00000000.10,000000000408775,            87150,              042,              017,       33562295.00,           9545.00
OPTSTK    ,DELHIVERY ,30/12/2025,00000390.00,CE      ,00000015.85,00000016.40,00000014.05,00000015.20,000000000060175,            35275,              017,              012,       14307125.00,         549875.00
OPTSTK    ,DELHIVERY ,30/12/2025,00000390.00,PE      ,00000000.25,00000000.35,00000000.10,00000000.15,000000000394250,           377650,              182,              102,      147354257.50,          70757.50
OPTSTK    ,DELHIVERY ,30/12/2025,00000395.00,CE      ,00000012.70,00000012.70,00000009.00,00000010.95,000000000078850,           101675,              049,              045,       41250170.00,        1088545.00
OPTSTK    ,DELHIVERY ,30/12/2025,00000395.00,PE      ,00000000.65,00000000.70,00000000.20,00000000.25,000000000085075,           514600,              248,              153,      203441403.75,         174403.75
OPTSTK    ,DELHIVERY ,30/12/2025,00000400.00,CE      ,00000008.50,00000008.55,00000005.05,00000006.00,000000000192975,           195050,              094,              077,       79272781.25,        1252781.25
OPTSTK    ,DELHIVERY ,30/12/2025,00000400.00,PE      ,00000001.45,00000001.90,00000000.35,00000000.50,000000000332000,          1796950,              866,              582,      720807586.25,        2027586.25
OPTSTK    ,DELHIVERY ,30/12/2025,00000405.00,CE      ,00000003.90,00000005.00,00000001.15,00000002.00,000000000267675,          1437975,              693,              581,      586198601.25,        3818726.25
OPTSTK    ,DELHIVERY ,30/12/2025,00000405.00,PE      ,00000001.80,00000004.05,00000001.45,00000001.70,000000000230325,          1186900,              572,              517,      483771102.50,        3076602.50
OPTSTK    ,DELHIVERY ,30/12/2025,00000410.00,CE      ,00000001.75,00000002.60,00000000.25,00000000.45,000000000549875,          1406850,              678,              535,      578367240.00,        1558740.00
OPTSTK    ,DELHIVERY ,30/12/2025,00000410.00,PE      ,00000007.20,00000007.50,00000004.25,00000005.45,000000000201275,           581000,              280,              234,      241428636.25,        3218636.25
OPTSTK    ,DELHIVERY ,30/12/2025,00000415.00,CE      ,00000000.80,00000001.20,00000000.15,00000000.25,000000000329925,           896400,              432,              275,      372440193.75,         434193.75
OPTSTK    ,DELHIVERY ,30/12/2025,00000415.00,PE      ,00000009.95,00000011.80,00000008.05,00000010.00,000000000170150,           437825,              211,              164,      186064731.25,        4367356.25
OPTSTK    ,DELHIVERY ,30/12/2025,00000420.00,CE      ,00000000.65,00000000.65,00000000.10,00000000.15,000000000581000,           610050,              294,              162,      256372060.00,         151060.00
OPTSTK    ,DELHIVERY ,30/12/2025,00000420.00,PE      ,00000012.90,00000016.45,00000012.90,00000014.65,000000000278050,           145250,              070,              055,       63110606.25,        2105606.25
OPTSTK    ,DELHIVERY ,30/12/2025,00000425.00,CE      ,00000000.30,00000000.30,00000000.05,00000000.05,000000000709650,           332000,              160,              079,      141134860.00,          34860.00
OPTSTK    ,DELHIVERY ,30/12/2025,00000425.00,PE      ,00000019.65,00000021.25,00000017.75,00000019.45,000000000124500,            35275,              017,              013,       15685755.00,         693880.00
OPTSTK    ,DELHIVERY ,30/12/2025,00000430.00,CE      ,00000000.15,00000000.25,00000000.05,00000000.10,000000000991850,           487625,              235,              131,      209747328.75,          68578.75
OPTSTK    ,DELHIVERY ,30/12/2025,00000430.00,PE      ,00000023.80,00000026.05,00000021.90,00000024.60,000000000539500,            43575,              021,              020,       19780456.25,        1043206.25
OPTSTK    ,DELHIVERY ,30/12/2025,00000435.00,CE      ,00000000.15,00000000.15,00000000.05,00000000.05,000000000892250,            83000,              040,              026,       36111017.50,           6017.50
OPTSTK    ,DELHIVERY ,30/12/2025,00000435.00,PE      ,00000028.70,00000029.50,00000027.80,00000029.35,000000000112050,            14525,              007,              007,        6735657.50,         417282.50
OPTSTK    ,DELHIVERY ,30/12/2025,00000440.00,CE      ,00000000.10,00000000.15,00000000.05,00000000.10,000000000529125,           271825,              131,              055,      119627173.75,          24173.75
OPTSTK    ,DELHIVERY ,30/12/2025,00000440.00,PE      ,00000032.00,00000035.95,00000032.00,00000035.65,000000000099600,            20750,              010,              009,        9843281.25,         713281.25
OPTSTK    ,DELHIVERY ,30/12/2025,00000445.00,CE      ,00000000.10,00000000.15,00000000.10,00000000.10,000000000583075,            18675,              009,              006,        8312346.25,           1971.25
OPTSTK    ,DELHIVERY ,30/12/2025,00000445.00,PE      ,00000039.70,00000042.20,00000037.20,00000042.20,000000000022825,            37350,              018,              007,       18128237.50,        1507487.50
OPTSTK    ,DELHIVERY ,30/12/2025,00000450.00,CE      ,00000000.05,00000000.10,00000000.05,00000000.05,000000000576850,           139025,              067,              030,       62569861.25,           8611.25
OPTSTK    ,DELHIVERY ,30/12/2025,00000450.00,PE      ,00000047.00,00000047.00,00000044.00,00000044.00,000000000151475,            31125,              015,              009,       15449412.50,        1443162.50
OPTSTK    ,DELHIVERY ,30/12/2025,00000455.00,CE      ,00000000.05,00000000.05,00000000.05,00000000.05,000000000240700,            12450,              006,              004,        5665372.50,            622.50
OPTSTK    ,DELHIVERY ,30/12/2025,00000460.00,CE      ,00000000.10,00000000.10,00000000.05,00000000.05,000000000427450,            53950,              026,              009,       24819801.25,           2801.25
OPTSTK    ,DELHIVERY ,30/12/2025,00000460.00,PE      ,00000055.00,00000057.00,00000054.20,00000054.20,000000000026975,             8300,              004,              004,        4275330.00,         457330.00
OPTSTK    ,DELHIVERY ,30/12/2025,00000470.00,CE      ,00000000.05,00000000.05,00000000.05,00000000.05,000000000172225,             8300,              004,              003,        3901415.00,            415.00
OPTSTK    ,DELHIVERY ,30/12/2025,00000470.00,PE      ,00000064.50,00000065.00,00000064.50,00000065.00,000000000010375,             4150,              002,              002,        2219212.50,         268712.50
OPTSTK    ,DELHIVERY ,30/12/2025,00000480.00,CE      ,00000000.05,00000000.05,00000000.05,00000000.05,000000000163925,            14525,              007,              005,        6972726.25,            726.25
OPTSTK    ,DELHIVERY ,30/12/2025,00000480.00,PE      ,00000072.25,00000072.25,00000072.25,00000072.25,000000000008300,             4150,              002,              001,        2291837.50,         299837.50
OPTSTK    ,DELHIVERY ,30/12/2025,00000500.00,CE      ,00000000.10,00000000.10,00000000.05,00000000.05,000000000564400,             6225,              003,              003,        3112915.00,            415.00
OPTSTK    ,DELHIVERY ,30/12/2025,00000500.00,PE      ,00000093.00,00000097.00,00000093.00,00000097.00,000000000004150,             4150,              002,              002,        2469250.00,         394250.00
OPTSTK    ,DELHIVERY ,27/01/2026,00000340.00,PE      ,00000000.60,00000000.60,00000000.60,00000000.60,000000000022825,            14525,              007,              001,        4947215.00,           8715.00
OPTSTK    ,DELHIVERY ,27/01/2026,00000350.00,PE      ,00000001.15,00000001.15,00000000.75,00000000.75,000000000091300,            62250,              030,              015,       21838130.00,          50630.00
OPTSTK    ,DELHIVERY ,27/01/2026,00000360.00,PE      ,00000001.10,00000001.30,00000001.10,00000001.20,000000000087150,            87150,              042,              026,       31478683.75,         104683.75
OPTSTK    ,DELHIVERY ,27/01/2026,00000365.00,PE      ,00000001.60,00000001.60,00000001.40,00000001.40,000000000004150,             6225,              003,              002,        2281670.00,           9545.00
OPTSTK    ,DELHIVERY ,27/01/2026,00000370.00,PE      ,00000001.95,00000002.25,00000001.85,00000001.90,000000000120350,           157700,              076,              032,       58662532.50,         313532.50
OPTSTK    ,DELHIVERY ,27/01/2026,00000380.00,PE      ,00000003.05,00000003.60,00000003.05,00000003.30,000000000195050,           145250,              070,              048,       55688850.00,         493850.00
OPTSTK    ,DELHIVERY ,27/01/2026,00000390.00,PE      ,00000005.50,00000006.25,00000005.20,00000005.40,000000000103750,            39425,              019,              017,       15599227.50,         223477.50
OPTSTK    ,DELHIVERY ,27/01/2026,00000400.00,CE      ,00000020.00,00000020.00,00000016.45,00000017.05,000000000058100,            31125,              015,              015,       12995725.00,         545725.00
OPTSTK    ,DELHIVERY ,27/01/2026,00000400.00,PE      ,00000008.55,00000009.95,00000008.45,00000008.75,000000000240700,           151475,              073,              069,       61950266.25,        1360266.25
OPTSTK    ,DELHIVERY ,27/01/2026,00000405.00,CE      ,00000015.95,00000015.95,00000013.45,00000014.40,000000000120350,            93375,              045,              041,       39160956.25,        1344081.25
