INSTRUMENT,SYMBOL    ,EXP_DATE  ,OPEN_PRICE ,HI_PRICE   ,LO_PRICE   ,CLOSE_PRICE,OPEN_INT*      ,TRD_VAL           ,TRD_QTY          ,NO_OF_CONT       ,NO_OF_TRADE      
FUTSTK    ,LTF       ,30/12/2025,00000302.65,00000303.20,00000299.05,00000299.65,000000012364202,     4860569711.70,         16183674,             3627,             3397
FUTSTK    ,LTF       ,27/01/2026,00000303.85,00000304.90,00000300.40,00000301.45,000000035723250,     4689028912.50,         15534000,             6904,             6041
FUTSTK    ,LTF       ,24/02/2026,00000304.15,00000306.40,00000302.35,00000303.35,000000000495000,       68350275.00,           225000,              100,              090
FUTSTK    ,LTIM      ,30/12/2025,00006054.50,00006122.00,00006029.00,00006041.00,000000000212550,     2963427450.00,           488100,             3254,             2790
FUTSTK    ,LTIM      ,27/01/2026,00006076.50,00006127.00,00006046.50,00006059.00,000000001938750,     3247013700.00,           534000,             3560,             2981
FUTSTK    ,LTIM      ,24/02/2026,00006097.00,00006144.00,00006076.00,00006081.50,000000000012900,       21960675.00,             3600,              024,              023
FUTSTK    ,LUPIN     ,30/12/2025,00002106.50,00002107.40,00002075.90,00002078.90,000000003976300,     5146195502.50,          2464150,             5798,             4287
FUTSTK    ,LUPIN     ,27/01/2026,00002116.70,00002117.70,00002088.30,00002090.60,000000006364800,     5361625197.50,          2552125,             6005,             4498
FUTSTK    ,LUPIN     ,24/02/2026,00002128.90,00002128.90,00002102.60,00002104.80,000000000048875,       54813567.50,            25925,              061,              058
FUTSTK    ,SAIL      ,30/12/2025,00000132.00,00000138.84,00000132.00,00000134.28,000000074311700,     7112340048.00,         52221700,            11111,             6786
FUTSTK    ,SAIL      ,27/01/2026,00000133.89,00000139.72,00000133.89,00000135.13,000000141094000,    10065642717.00,         73479800,            15634,             9879
FUTSTK    ,SAIL      ,24/02/2026,00000135.55,00000140.25,00000134.55,00000135.96,000000004850400,      204595982.00,          1485200,              316,              289
FUTSTK    ,SAMMAANCAP,30/12/2025,00000140.22,00000143.86,00000139.00,00000142.77,000000069733100,     1110926414.00,          7770100,             1807,             1167
FUTSTK    ,SAMMAANCAP,27/01/2026,00000140.61,00000144.77,00000138.70,00000143.70,000000035100900,      494865371.00,          3435700,              799,              229
FUTSTK    ,SAMMAANCAP,24/02/2026,00000144.56,00000145.61,00000144.55,00000145.61,000000001496400,        1869296.00,            12900,              003,              003
FUTSTK    ,SBICARD   ,30/12/2025,00000867.65,00000869.65,00000849.20,00000852.30,000000006508800,     4641296000.00,          5420800,             6776,             5674
FUTSTK    ,SBICARD   ,27/01/2026,00000848.25,00000849.25,00000836.20,00000841.90,000000015007200,     5000548520.00,          5936800,             7421,             6384
FUTSTK    ,SBICARD   ,24/02/2026,00000839.90,00000841.65,00000832.00,00000838.45,000000000335200,       66955640.00,            80000,              100,              089
FUTSTK    ,SBILIFE   ,30/12/2025,00002014.20,00002024.70,00002008.00,00002011.90,000000001909125,     4221097387.50,          2092500,             5580,             4399
FUTSTK    ,SBILIFE   ,27/01/2026,00002020.30,00002037.80,00002020.10,00002023.70,000000007382625,     4607783437.50,          2270250,             6054,             4874
FUTSTK    ,SBILIFE   ,24/02/2026,00002039.20,00002048.00,00002033.00,00002035.50,000000000069000,       58934437.50,            28875,              077,              065
FUTSTK    ,SBIN      ,30/12/2025,00000966.45,00000968.85,00000961.65,00000965.05,000000021376500,    14213674800.00,         14737500,            19650,            16210
FUTSTK    ,SBIN      ,27/01/2026,00000977.00,00000977.00,00000968.10,00000971.30,000000061083000,    14043180600.00,         14466000,            19288,            15857
FUTSTK    ,SBIN      ,24/02/2026,00000978.50,00000980.35,00000973.10,00000977.25,000000001067250,      156012487.50,           159750,              213,              201
FUTSTK    ,SHREECEM  ,30/12/2025,00026640.00,00026640.00,00026145.00,00026230.00,000000000097625,     2409077750.00,            91825,             3673,             3236
FUTSTK    ,SHREECEM  ,27/01/2026,00026370.00,00026515.00,00026280.00,00026370.00,000000000265000,     2391735875.00,            90675,             3627,             3181
FUTSTK    ,SHREECEM  ,24/02/2026,00026450.00,00026590.00,00026375.00,00026450.00,000000000003075,       15217250.00,              575,              023,              022
FUTSTK    ,SHRIRAMFIN,30/12/2025,00000956.50,00000964.75,00000949.00,00000954.35,000000021622425,    13977467996.25,         14647875,            17755,            12850
FUTSTK    ,SHRIRAMFIN,27/01/2026,00000968.55,00000970.90,00000955.20,00000960.65,000000044628375,    14009799045.00,         14584350,            17678,            12365
FUTSTK    ,SHRIRAMFIN,24/02/2026,00000971.75,00000974.00,00000959.20,00000964.35,000000002076525,     1083340953.75,          1123650,             1362,             1344
FUTSTK    ,SIEMENS   ,30/12/2025,00003091.90,00003111.40,00003048.00,00003054.10,000000000790000,     1667781712.50,           541750,             4334,             3974
FUTSTK    ,SIEMENS   ,27/01/2026,00003099.50,00003116.30,00003055.00,00003063.10,000000002248050,     2426797502.50,           786625,             4495,             3986
FUTSTK    ,SIEMENS   ,24/02/2026,00003116.60,00003132.90,00003069.70,00003074.80,000000000054425,      415615672.50,           134400,              768,              712
FUTSTK    ,SOLARINDS ,30/12/2025,00012514.00,00012544.00,00012271.00,00012324.00,000000000448650,     3690936825.00,           296925,             3959,             3679
FUTSTK    ,SOLARINDS ,27/01/2026,00012564.00,00012629.00,00012360.00,00012404.00,000000000841300,     4140528600.00,           330950,             6619,             5821
FUTSTK    ,SOLARINDS ,24/02/2026,00012597.00,00012689.00,00012456.00,00012492.00,000000000038050,      241494600.00,            19150,              383,              301
FUTSTK    ,SONACOMS  ,30/12/2025,00000488.15,00000488.15,00000472.85,00000477.90,000000003147900,     1912804845.00,          4017300,             3826,             3727
FUTSTK    ,SONACOMS  ,27/01/2026,00000480.70,00000486.75,00000476.10,00000480.90,000000013417425,     2284663710.00,          4766475,             3891,             3787
FUTSTK    ,SONACOMS  ,24/02/2026,00000483.00,00000485.00,00000478.40,00000482.25,000000000224175,       77776720.00,           161700,              132,              127
FUTSTK    ,SRF       ,30/12/2025,00003098.00,00003104.70,00003054.30,00003069.30,000000000991400,     2680918880.00,           868400,             4342,             3554
FUTSTK    ,SRF       ,27/01/2026,00003122.10,00003125.00,00003075.20,00003088.60,000000002898600,     3002198340.00,           966200,             4831,             3992
FUTSTK    ,SRF       ,24/02/2026,00003126.20,00003138.70,00003103.00,00003107.00,000000000028200,       23733260.00,             7600,              038,              031
FUTSTK    ,SUNPHARMA ,30/12/2025,00001716.50,00001727.10,00001709.10,00001714.50,000000004757900,     5398775095.00,          3139850,             8971,             6970
FUTSTK    ,SUNPHARMA ,27/01/2026,00001737.70,00001738.40,00001720.20,00001725.30,000000014257250,     5821059405.00,          3364200,             9612,             7469
FUTSTK    ,SUNPHARMA ,24/02/2026,00001730.00,00001737.90,00001726.00,00001727.60,000000000133350,       28489020.00,            16450,              047,              044
FUTSTK    ,SUPREMEIND,30/12/2025,00003307.80,00003312.00,00003267.60,00003283.60,000000000999075,     1607814932.50,           488775,             2793,             2395
FUTSTK    ,SUPREMEIND,27/01/2026,00003292.00,00003323.90,00003269.20,00003285.70,000000001673700,     1855003850.00,           562800,             3216,             2779
FUTSTK    ,SUPREMEIND,24/02/2026,00003288.60,00003334.30,00003286.50,00003304.60,000000000028875,       61449832.50,            18550,              106,              096
FUTSTK    ,SUZLON    ,30/12/2025,00000053.28,00000053.91,00000052.66,00000052.78,000000089576000,     3749310160.00,         70488000,             8811,             7657
FUTSTK    ,SUZLON    ,27/01/2026,00000053.50,00000054.22,00000053.03,00000053.12,000000220507825,     4258978905.50,         79609525,             8821,             7551
FUTSTK    ,SUZLON    ,24/02/2026,00000054.00,00000054.55,00000053.40,00000053.43,000000009494300,      312235398.00,          5785025,              641,              491
FUTSTK    ,SYNGENE   ,30/12/2025,00000652.25,00000657.65,00000650.30,00000653.55,000000002633000,     1572808700.00,          2403000,             2403,             1650
FUTSTK    ,SYNGENE   ,27/01/2026,00000655.80,00000662.00,00000655.15,00000657.55,000000006966000,     1581316750.00,          2400000,             2400,             1697
FUTSTK    ,SYNGENE   ,24/02/2026,00000660.00,00000666.30,00000660.00,00000661.75,000000000047000,       17243750.00,            26000,              026,              023
FUTSTK    ,CAMS      ,30/12/2025,00000751.60,00000751.60,00000738.20,00000739.70,000000002415750,     2292604725.00,          3081750,             4109,             3518
FUTSTK    ,CAMS      ,27/01/2026,00000753.70,00000753.70,00000741.30,00000742.70,000000006437250,     2424084300.00,          3248250,             4331,             3784
FUTSTK    ,CAMS      ,24/02/2026,00000748.00,00000752.60,00000743.20,00000744.00,000000000246000,       87569700.00,           117000,              156,              146
FUTSTK    ,CANBK     ,30/12/2025,00000150.30,00000152.00,00000149.44,00000150.74,000000033999750,     6521448307.50,         43341750,             6421,             5142
FUTSTK    ,CANBK     ,27/01/2026,00000150.40,00000152.75,00000150.06,00000151.43,000000104814000,     7584921337.50,         50145750,             7429,             5480
FUTSTK    ,CANBK     ,24/02/2026,00000151.89,00000153.25,00000151.00,00000152.08,000000003037500,      200037937.50,          1316250,              195,              177
FUTSTK    ,CDSL      ,30/12/2025,00001489.00,00001494.80,00001458.00,00001463.40,000000002972075,     4214662460.00,          2867100,             6036,             5105
FUTSTK    ,CDSL      ,27/01/2026,00001488.40,00001490.70,00001461.10,00001464.90,000000007725875,     4580323587.50,          3110300,             6548,             5665
FUTSTK    ,CDSL      ,24/02/2026,00001498.00,00001498.00,00001469.00,00001471.70,000000000386175,      284969837.50,           192375,              405,              370
FUTSTK    ,CGPOWER   ,30/12/2025,00000656.55,00000660.00,00000645.60,00000647.85,000000004430200,     2607521370.00,          3996700,             4702,             3833
FUTSTK    ,CGPOWER   ,27/01/2026,00000658.05,00000664.20,00000649.90,00000651.60,000000011519200,     2845990060.00,          4338400,             5104,             4339
FUTSTK    ,CGPOWER   ,24/02/2026,00000663.40,00000667.70,00000654.00,00000656.00,000000000259250,       89427310.00,           136000,              160,              135
FUTSTK    ,CHOLAFIN  ,30/12/2025,00001692.80,00001703.00,00001684.50,00001699.60,000000005255000,     5995814500.00,          3536250,             5658,             4756
FUTSTK    ,CHOLAFIN  ,27/01/2026,00001711.30,00001711.80,00001692.90,00001709.30,000000011347500,     5862211875.00,          3437500,             5500,             4793
FUTSTK    ,CHOLAFIN  ,24/02/2026,00001696.00,00001707.00,00001689.00,00001703.30,000000000130000,       34006687.50,            20000,              032,              031
FUTSTK    ,CIPLA     ,30/12/2025,00001499.10,00001511.50,00001489.90,00001491.60,000000003258750,     3202245112.50,          2137875,             5701,             5235
FUTSTK    ,CIPLA     ,27/01/2026,00001511.00,00001521.00,00001499.60,00001500.90,000000011028000,     3394679512.50,          2252250,             6006,             5440
FUTSTK    ,CIPLA     ,24/02/2026,00001520.30,00001530.80,00001509.80,00001510.10,000000000100500,       65433750.00,            43125,              115,              102
FUTSTK    ,COALINDIA ,30/12/2025,00000405.00,00000405.60,00000399.25,00000400.40,000000020100150,     7600232767.50,         18949950,            14037,             9544
FUTSTK    ,COALINDIA ,27/01/2026,00000405.00,00000407.50,00000401.40,00000402.80,000000047252700,     7907435122.50,         19608750,            14525,             9900
FUTSTK    ,COALINDIA ,24/02/2026,00000405.75,00000405.80,00000400.00,00000401.40,000000001811700,      440722822.50,          1096200,              812,              790
FUTSTK    ,COFORGE   ,30/12/2025,00001700.00,00001718.80,00001638.90,00001685.70,000000003312375,    10925947650.00,          6500250,            17334,            13783
FUTSTK    ,COFORGE   ,27/01/2026,00001710.00,00001725.90,00001648.30,00001694.00,000000013458000,    16986048712.50,         10050750,            26802,            21909
FUTSTK    ,COFORGE   ,24/02/2026,00001700.20,00001729.90,00001655.00,00001697.40,000000000301500,      373384612.50,           220125,              587,              559
FUTSTK    ,COLPAL    ,30/12/2025,00002095.20,00002095.20,00002065.00,00002075.40,000000001532925,     3191528902.50,          1539675,             6843,             6378
FUTSTK    ,COLPAL    ,27/01/2026,00002091.00,00002091.70,00002070.10,00002083.10,000000005793300,     3484276807.50,          1676025,             7449,             6808
FUTSTK    ,COLPAL    ,24/02/2026,00002093.00,00002101.90,00002080.00,00002093.00,000000000172350,      151820325.00,            72675,              323,              313
FUTSTK    ,CONCOR    ,30/12/2025,00000520.60,00000521.20,00000515.10,00000519.20,000000015050000,     5335450625.00,         10302500,             8242,             6683
FUTSTK    ,CONCOR    ,27/01/2026,00000525.90,00000525.90,00000518.40,00000522.45,000000027942500,     5654426062.50,         10848750,             8679,             6870
FUTSTK    ,CONCOR    ,24/02/2026,00000524.50,00000525.45,00000519.50,00000523.45,000000001546250,      431735375.00,           826250,              661,              468
FUTSTK    ,CROMPTON  ,30/12/2025,00000256.80,00000257.20,00000253.80,00000255.30,000000015930000,     3335422050.00,         13075200,             7264,             5121
FUTSTK    ,CROMPTON  ,27/01/2026,00000258.10,00000258.60,00000255.55,00000257.00,000000046080000,     3349383750.00,         13042800,             7246,             5064
FUTSTK    ,CROMPTON  ,24/02/2026,00000259.80,00000259.80,00000257.30,00000258.40,000000001713600,      144219510.00,           558000,              310,              276
FUTSTK    ,CUMMINSIND,30/12/2025,00004326.30,00004444.40,00004314.70,00004402.00,000000000886400,     4223480680.00,           961800,             4809,             3976
FUTSTK    ,CUMMINSIND,27/01/2026,00004389.00,00004468.10,00004351.80,00004426.60,000000002907800,     5139578120.00,          1163000,             5815,             4787
FUTSTK    ,CUMMINSIND,24/02/2026,00004385.60,00004475.70,00004385.60,00004434.50,000000000015600,       17728480.00,             4000,              020,              019
FUTSTK    ,CYIENT    ,30/12/2025,00001128.00,00001128.00,00001083.00,00001103.80,000000001786700,     1488086160.00,          1350225,             3177,             3076
FUTSTK    ,HAL       ,30/12/2025,00004429.80,00004452.60,00004364.60,00004372.00,000000005532000,    13132999530.00,          2971050,            19807,            17934
FUTSTK    ,HAL       ,27/01/2026,00004452.00,00004480.10,00004390.50,00004398.40,000000006512250,    12875536845.00,          2895900,            19306,            17551
FUTSTK    ,HAL       ,24/02/2026,00004473.70,00004498.80,00004404.00,00004412.40,000000000396750,      936253380.00,           210150,             1401,             1091
FUTSTK    ,HAVELLS   ,30/12/2025,00001419.40,00001428.20,00001410.00,00001414.60,000000002330500,     2652039400.00,          1872000,             3744,             3317
FUTSTK    ,HAVELLS   ,27/01/2026,00001427.00,00001436.70,00001419.10,00001423.40,000000006538500,     2928270100.00,          2055000,             4110,             3597
FUTSTK    ,HAVELLS   ,24/02/2026,00001431.90,00001441.50,00001426.00,00001429.70,000000000156500,       88745900.00,            62000,              124,              122
FUTSTK    ,HCLTECH   ,30/12/2025,00001666.00,00001666.00,00001625.60,00001631.40,000000004899650,     7994179095.00,          4860450,            13887,            11834
FUTSTK    ,HCLTECH   ,27/01/2026,00001658.70,00001658.70,00001621.10,00001626.40,000000013607300,     8926938895.00,          5446350,            15561,            13470
FUTSTK    ,HCLTECH   ,24/02/2026,00001658.50,00001661.20,00001631.80,00001636.80,000000000116200,       58824010.00,            35700,              102,              090
FUTSTK    ,HDFCAMC   ,30/12/2025,00002641.30,00002659.00,00002622.40,00002649.20,000000002172900,     4535908920.00,          1719900,             5733,             4946
FUTSTK    ,HDFCAMC   ,27/01/2026,00002650.00,00002674.90,00002609.00,00002665.70,000000005584200,     4762674660.00,          1794300,             5981,             5294
FUTSTK    ,HDFCAMC   ,24/02/2026,00002674.00,00002689.30,00002656.00,00002683.10,000000000053700,       24894840.00,             9300,              031,              029
FUTSTK    ,HDFCBANK  ,30/12/2025,00000991.50,00000995.70,00000986.40,00000990.70,000000061927800,    39414970760.00,         39823850,            72407,            43534
FUTSTK    ,HDFCBANK  ,27/01/2026,00000998.00,00001001.50,00000992.80,00000996.80,000000191532550,    38399826630.00,         38552250,            70095,            40771
FUTSTK    ,HDFCBANK  ,24/02/2026,00001005.30,00001007.20,00000998.80,00001002.90,000000001431100,      184167995.00,           183700,              334,              287
FUTSTK    ,HDFCLIFE  ,30/12/2025,00000752.20,00000752.20,00000742.55,00000746.75,000000006803500,     5352090810.00,          7172000,             6520,             5419
FUTSTK    ,HDFCLIFE  ,27/01/2026,00000750.35,00000756.90,00000747.70,00000750.80,000000029684600,     6745533245.00,          8982600,             8166,             7076
FUTSTK    ,HDFCLIFE  ,24/02/2026,00000756.00,00000760.80,00000752.60,00000755.70,000000000276100,      126348585.00,           167200,              152,              147
FUTSTK    ,HEROMOTOCO,30/12/2025,00005648.50,00005654.50,00005560.00,00005572.50,000000001318050,     7765745250.00,          1390050,             9267,             7858
FUTSTK    ,HEROMOTOCO,27/01/2026,00005704.00,00005704.00,00005591.50,00005606.50,000000005325600,    10023804375.00,          1783350,            11889,            10424
FUTSTK    ,HEROMOTOCO,24/02/2026,00005667.00,00005684.50,00005590.00,00005602.50,000000000064500,      117956775.00,            21000,              140,              128
FUTSTK    ,HFCL      ,30/12/2025,00000062.90,00000068.00,00000061.34,00000064.92,000000069337500,     3807126948.00,         58108050,             9009,             7309
FUTSTK    ,HINDALCO  ,30/12/2025,00000882.00,00000888.30,00000859.00,00000862.65,000000015236900,    13126048530.00,         15086400,            21552,            15978
FUTSTK    ,HINDALCO  ,27/01/2026,00000890.00,00000891.00,00000864.50,00000868.55,000000065849700,    16189515020.00,         18498200,            26426,            19891
FUTSTK    ,HINDALCO  ,24/02/2026,00000891.20,00000894.10,00000870.05,00000873.95,000000000387800,      208301170.00,           235900,              337,              318
FUTSTK    ,HINDPETRO ,30/12/2025,00000467.80,00000475.95,00000466.35,00000474.65,000000013332600,     6130604778.75,         12976200,             6408,             4472
FUTSTK    ,HINDPETRO ,27/01/2026,00000471.15,00000478.90,00000470.50,00000476.90,000000030721275,     6648448410.00,         13982625,             6905,             4903
FUTSTK    ,HINDPETRO ,24/02/2026,00000470.55,00000477.45,00000470.55,00000476.30,000000000492075,      115364148.75,           243000,              120,              111
FUTSTK    ,HINDUNILVR,30/12/2025,00002289.80,00002297.20,00002280.60,00002292.20,000000001339200,     7427685510.00,          3245400,            10818,             9554
FUTSTK    ,HINDUNILVR,27/01/2026,00002308.40,00002311.40,00002291.90,00002304.80,000000011463000,     8551515420.00,          3719100,            12397,            10861
FUTSTK    ,HINDUNILVR,24/02/2026,00002317.90,00002326.50,00002306.80,00002321.20,000000000208500,      102784680.00,            44400,              148,              141
FUTSTK    ,HINDZINC  ,30/12/2025,00000655.00,00000656.15,00000614.80,00000619.00,000000011615450,    12563993715.00,         19788650,            16154,            14289
FUTSTK    ,HINDZINC  ,27/01/2026,00000651.10,00000658.75,00000618.55,00000622.70,000000030399600,    23052446410.00,         36218350,            29566,            23273
FUTSTK    ,HINDZINC  ,24/02/2026,00000661.20,00000661.50,00000622.20,00000626.60,000000001877925,     1116846648.75,          1745625,             1425,             1291
FUTSTK    ,HUDCO     ,30/12/2025,00000223.00,00000227.86,00000222.41,00000226.78,000000011513475,     3797167614.75,         16888650,             6086,             4901
FUTSTK    ,HUDCO     ,27/01/2026,00000225.00,00000229.30,00000223.80,00000228.19,000000034426650,     6499169297.25,         28682400,            10336,             7174
FUTSTK    ,HUDCO     ,24/02/2026,00000225.59,00000229.97,00000224.83,00000229.20,000000000652125,      105342135.75,           463425,              167,              155
FUTSTK    ,DABUR     ,30/12/2025,00000490.00,00000490.65,00000486.30,00000489.40,000000005646250,     2654236000.00,          5433750,             4347,             3804
FUTSTK    ,DABUR     ,27/01/2026,00000490.70,00000493.15,00000488.85,00000491.80,000000016233750,     2903781312.50,          5916250,             4733,             4109
FUTSTK    ,DABUR     ,24/02/2026,00000493.80,00000496.30,00000491.95,00000494.65,000000000398750,       88866062.50,           180000,              144,              134
FUTSTK    ,DALBHARAT ,30/12/2025,00002172.00,00002196.80,00002152.10,00002155.90,000000000426725,     1753564215.00,           806975,             2483,             2298
FUTSTK    ,DALBHARAT ,27/01/2026,00002184.00,00002207.00,00002165.00,00002168.90,000000002540525,     2376924322.50,          1088100,             3348,             2959
FUTSTK    ,DALBHARAT ,24/02/2026,00002202.00,00002218.00,00002180.60,00002180.60,000000000050050,       23573777.50,            10725,              033,              033
FUTSTK    ,DELHIVERY ,30/12/2025,00000406.25,00000408.50,00000402.80,00000405.40,000000006513425,     1925716303.75,          4747600,             2288,             2018
FUTSTK    ,DELHIVERY ,27/01/2026,00000408.15,00000411.50,00000405.80,00000407.90,000000014201300,     2070268792.50,          5071300,             2444,             2191
FUTSTK    ,DELHIVERY ,24/02/2026,00000410.50,00000411.40,00000408.50,00000409.00,000000000149400,       23796930.00,            58100,              028,              023
FUTSTK    ,DIVISLAB  ,30/12/2025,00006451.50,00006455.00,00006367.00,00006379.50,000000000795000,     4864799750.00,           760800,             7608,             4956
FUTSTK    ,DIVISLAB  ,27/01/2026,00006473.50,00006486.00,00006408.00,00006419.50,000000002790100,     5651432100.00,           878200,             8782,             6104
FUTSTK    ,DIVISLAB  ,24/02/2026,00006500.50,00006516.00,00006450.50,00006462.00,000000000011500,       22020100.00,             3400,              034,              034
FUTSTK    ,DIXON     ,30/12/2025,00012335.00,00012475.00,00011800.00,00011848.00,000000001032350,    16431869000.00,          1364600,            27292,            23107
FUTSTK    ,DIXON     ,27/01/2026,00012388.00,00012546.00,00011880.00,00011930.00,000000002178100,    20286461800.00,          1670750,            33415,            28183
FUTSTK    ,DIXON     ,24/02/2026,00012437.00,00012619.00,00011960.00,00012009.00,000000000112600,      912209000.00,            74600,             1492,             1388
FUTSTK    ,DLF       ,30/12/2025,00000686.80,00000696.70,00000685.05,00000687.65,000000021615000,     9632921512.50,         13947450,            16906,            12631
FUTSTK    ,DLF       ,27/01/2026,00000699.70,00000701.20,00000689.50,00000692.05,000000037456650,     9535097137.50,         13718100,            16628,            12378
FUTSTK    ,DLF       ,24/02/2026,00000702.95,00000705.60,00000694.45,00000696.30,000000000702075,      195155111.25,           278850,              338,              304
FUTSTK    ,DMART     ,30/12/2025,00003824.00,00003824.00,00003775.60,00003788.70,000000001181100,     5064297615.00,          1337250,             8915,             8014
FUTSTK    ,DMART     ,27/01/2026,00003794.10,00003802.00,00003779.00,00003784.90,000000004864200,     5262944430.00,          1389600,             9264,             8393
FUTSTK    ,DMART     ,24/02/2026,00003810.00,00003810.00,00003786.10,00003798.60,000000000085200,      126520710.00,            33300,              222,              218
FUTSTK    ,DRREDDY   ,30/12/2025,00001267.70,00001275.00,00001261.80,00001268.60,000000001846250,     3667903312.50,          2893750,             4630,             4369
FUTSTK    ,DRREDDY   ,27/01/2026,00001275.00,00001281.10,00001267.60,00001273.20,000000011359375,     3720969937.50,          2921875,             4675,             4392
FUTSTK    ,DRREDDY   ,24/02/2026,00001282.60,00001287.00,00001275.00,00001279.40,000000000067500,       64924750.00,            50625,              081,              066
FUTSTK    ,PAGEIND   ,30/12/2025,00036755.00,00036755.00,00036165.00,00036380.00,000000000047475,     2113585350.00,            58125,             3875,             3693
FUTSTK    ,PAGEIND   ,27/01/2026,00036110.00,00036415.00,00036005.00,00036085.00,000000000232755,     2043902325.00,            56490,             3766,             3615
FUTSTK    ,PAGEIND   ,24/02/2026,00036125.00,00036340.00,00035915.00,00036005.00,000000000005805,       63925650.00,             1770,              118,              111
FUTSTK    ,PATANJALI ,30/12/2025,00000550.05,00000550.05,00000538.55,00000540.65,000000009487800,     5437792395.00,         10003500,            11115,             6617
FUTSTK    ,PATANJALI ,27/01/2026,00000553.45,00000553.45,00000542.00,00000543.95,000000035132400,     6667547850.00,         12203100,            13559,             6964
FUTSTK    ,PATANJALI ,24/02/2026,00000553.90,00000555.60,00000545.75,00000547.65,000000000131400,       36104580.00,            65700,              073,              064
FUTSTK    ,PAYTM     ,30/12/2025,00001318.90,00001327.00,00001306.30,00001309.50,000000006674350,     7367182547.50,          5602075,             7727,             5141
FUTSTK    ,PAYTM     ,27/01/2026,00001326.20,00001336.00,00001315.80,00001318.40,000000013711925,     7575773022.50,          5720975,             7891,             5329
FUTSTK    ,PAYTM     ,24/02/2026,00001332.70,00001343.70,00001324.10,00001325.90,000000000145000,       50268962.50,            37700,              052,              044
FUTSTK    ,PERSISTENT,30/12/2025,00006283.00,00006335.00,00006210.00,00006227.50,000000000980500,     5203345750.00,           833100,             8331,             5556
FUTSTK    ,PERSISTENT,27/01/2026,00006327.00,00006368.50,00006250.00,00006264.50,000000001836600,     5545488900.00,           882500,             8825,             6176
FUTSTK    ,PERSISTENT,24/02/2026,00006341.50,00006384.00,00006275.50,00006292.00,000000000111900,      594607200.00,            94300,              943,              929
FUTSTK    ,PETRONET  ,30/12/2025,00000280.60,00000281.60,00000276.05,00000278.50,000000016120800,     4332753810.00,         15598800,             8666,             7790
FUTSTK    ,PETRONET  ,27/01/2026,00000283.30,00000283.45,00000278.05,00000280.45,000000040682800,     4348774150.00,         15551500,             8185,             7363
FUTSTK    ,PETRONET  ,24/02/2026,00000284.00,00000284.95,00000280.00,00000282.20,000000000482600,      119575455.00,           423700,              223,              168
FUTSTK    ,PFC       ,30/12/2025,00000352.55,00000355.50,00000349.80,00000351.05,000000035380800,     6453938205.00,         18346900,            14113,            10916
FUTSTK    ,PFC       ,27/01/2026,00000357.05,00000357.40,00000351.90,00000353.20,000000058155500,     6499610065.00,         18362500,            14125,            10728
FUTSTK    ,PFC       ,24/02/2026,00000359.95,00000359.95,00000353.70,00000354.75,000000002978300,      255120190.00,           717600,              552,              503
FUTSTK    ,PGEL      ,30/12/2025,00000585.15,00000585.40,00000568.30,00000575.90,000000001201900,     2730312410.00,          4754400,             6792,             6136
FUTSTK    ,PGEL      ,27/01/2026,00000583.10,00000584.35,00000569.80,00000574.10,000000009050650,     3390129340.00,          5891900,             6202,             5559
FUTSTK    ,PGEL      ,24/02/2026,00000581.90,00000585.95,00000572.00,00000574.90,000000000251750,       95017860.00,           164350,              173,              140
FUTSTK    ,PHOENIXLTD,30/12/2025,00001845.30,00001858.00,00001830.70,00001849.60,000000000827050,     2000586315.00,          1085350,             3101,             2105
FUTSTK    ,PHOENIXLTD,27/01/2026,00001855.80,00001870.20,00001843.10,00001862.00,000000002928100,     2313137190.00,          1246700,             3562,             2561
FUTSTK    ,PHOENIXLTD,24/02/2026,00001868.50,00001877.70,00001868.50,00001877.70,000000000013650,        1311170.00,              700,              002,              002
FUTSTK    ,PIDILITIND,30/12/2025,00001461.30,00001465.00,00001446.50,00001454.40,000000001546500,     2699550150.00,          1853500,             3707,             2991
FUTSTK    ,PIDILITIND,27/01/2026,00001468.90,00001474.50,00001456.20,00001463.40,000000006691500,     3189120400.00,          2175500,             4351,             3591
FUTSTK    ,PIDILITIND,24/02/2026,00001475.50,00001482.60,00001465.10,00001470.20,000000000053500,       23579750.00,            16000,              032,              030
FUTSTK    ,PIIND     ,30/12/2025,00003247.00,00003257.00,00003220.20,00003240.00,000000000549150,     1923389422.50,           593950,             3394,             3071
FUTSTK    ,PIIND     ,27/01/2026,00003264.90,00003264.90,00003205.90,00003239.10,000000002000950,     1850912175.00,           572600,             3272,             2900
FUTSTK    ,PIIND     ,24/02/2026,00003225.00,00003254.30,00003220.80,00003244.80,000000000036575,       34521340.00,            10675,              061,              047
FUTSTK    ,PNB       ,30/12/2025,00000117.40,00000121.00,00000117.40,00000120.55,000000105992000,    10559707920.00,         87928000,            10991,             6986
FUTSTK    ,PNB       ,27/01/2026,00000118.10,00000121.76,00000117.73,00000121.30,000000193320000,    12191835600.00,        100888000,            12611,             8431
FUTSTK    ,PNB       ,24/02/2026,00000120.67,00000122.35,00000118.36,00000122.03,000000005416000,      174007120.00,          1432000,              179,              161
FUTSTK    ,PNBHOUSING,30/12/2025,00000940.05,00000950.50,00000929.45,00000932.90,000000004669600,     4010180947.50,          4284150,             6591,             4162
FUTSTK    ,PNBHOUSING,27/01/2026,00000954.20,00000954.55,00000935.20,00000939.75,000000013429650,     4596021560.00,          4877600,             7504,             4808
