INSTRUMENT,SYMBOL    ,EXP_DATE  ,OPEN_PRICE ,HI_PRICE   ,LO_PRICE   ,CLOSE_PRICE,OPEN_INT*      ,TRD_VAL           ,TRD_QTY          ,NO_OF_CONT       ,NO_OF_TRADE      
FUTSTK    ,DLF       ,30/12/2025,00000686.10,00000697.10,00000686.10,00000694.30,000000032401875,     8074334523.75,         11628375,            14095,            11322
FUTSTK    ,DLF       ,27/01/2026,00000699.05,00000701.50,00000693.90,00000698.65,000000026083200,     7433780598.75,         10638375,            12895,            10388
FUTSTK    ,DLF       ,24/02/2026,00000704.55,00000705.85,00000699.45,00000703.00,000000000559350,       74808360.00,           106425,              129,              108
FUTSTK    ,DMART     ,30/12/2025,00003790.80,00003833.70,00003790.80,00003799.30,000000002328900,     5953797720.00,          1563450,            10423,             9192
FUTSTK    ,DMART     ,27/01/2026,00003807.10,00003838.70,00003796.00,00003800.60,000000003893100,     5659486950.00,          1485300,             9902,             8864
FUTSTK    ,DMART     ,24/02/2026,00003831.10,00003846.10,00003806.10,00003807.90,000000000069150,      123162495.00,            32250,              215,              188
FUTSTK    ,DRREDDY   ,30/12/2025,00001269.20,00001276.40,00001262.10,00001268.20,000000005000625,     6345422437.50,          5005000,             8008,             7326
FUTSTK    ,DRREDDY   ,27/01/2026,00001277.60,00001281.00,00001267.20,00001275.00,000000010006875,     5956583125.00,          4676250,             7482,             6829
FUTSTK    ,DRREDDY   ,24/02/2026,00001285.00,00001286.50,00001273.10,00001280.70,000000000061250,        9606875.00,             7500,              012,              012
FUTSTK    ,PAGEIND   ,30/12/2025,00036725.00,00036725.00,00036275.00,00036470.00,000000000115185,     3713657700.00,           101895,             6793,             6383
FUTSTK    ,PAGEIND   ,27/01/2026,00036280.00,00036690.00,00035995.00,00036155.00,000000000198855,     3955348350.00,           108990,             7266,             6878
FUTSTK    ,PAGEIND   ,24/02/2026,00036580.00,00036580.00,00035875.00,00036010.00,000000000005325,       57939375.00,             1605,              107,              100
FUTSTK    ,PATANJALI ,30/12/2025,00000544.90,00000550.25,00000543.70,00000546.30,000000018383400,     5866147260.00,         10711800,            11902,             6002
FUTSTK    ,PATANJALI ,27/01/2026,00000548.50,00000553.55,00000547.20,00000549.75,000000027575100,     5954030595.00,         10800000,            12000,             6090
FUTSTK    ,PATANJALI ,24/02/2026,00000554.00,00000557.30,00000551.00,00000552.95,000000000084600,       13962375.00,            25200,              028,              027
FUTSTK    ,PAYTM     ,30/12/2025,00001330.00,00001336.50,00001312.10,00001316.50,000000008534700,     6950412092.50,          5238125,             7225,             5725
FUTSTK    ,PAYTM     ,27/01/2026,00001333.50,00001344.40,00001320.20,00001325.30,000000009478650,     7117143387.50,          5335275,             7359,             5794
FUTSTK    ,PAYTM     ,24/02/2026,00001342.50,00001352.00,00001329.30,00001332.90,000000000134125,       33948270.00,            25375,              035,              030
FUTSTK    ,PERSISTENT,30/12/2025,00006360.00,00006409.50,00006285.50,00006312.00,000000001156600,     5151677400.00,           811700,             8117,             6877
FUTSTK    ,PERSISTENT,27/01/2026,00006328.50,00006437.00,00006320.00,00006345.00,000000001288400,     5472483800.00,           858500,             8585,             7338
FUTSTK    ,PERSISTENT,24/02/2026,00006418.50,00006430.00,00006340.50,00006365.00,000000000041300,      250070750.00,            39200,              392,              381
FUTSTK    ,PETRONET  ,30/12/2025,00000281.50,00000283.35,00000280.05,00000281.50,000000027217800,     4598079750.00,         16322400,             9068,             8342
FUTSTK    ,PETRONET  ,27/01/2026,00000283.35,00000285.25,00000281.95,00000283.35,000000029284700,     4120521735.00,         14529300,             7647,             7011
FUTSTK    ,PETRONET  ,24/02/2026,00000285.70,00000286.30,00000283.70,00000285.00,000000000277400,       22751455.00,            79800,              042,              041
FUTSTK    ,PFC       ,30/12/2025,00000350.70,00000357.50,00000350.50,00000354.45,000000044207800,     5693535380.00,         16013400,            12318,             9947
FUTSTK    ,PFC       ,27/01/2026,00000353.55,00000359.80,00000352.65,00000356.65,000000044642000,     5127827575.00,         14335100,            11027,             9121
FUTSTK    ,PFC       ,24/02/2026,00000355.10,00000361.00,00000355.10,00000358.25,000000002606500,      242248630.00,           674700,              519,              423
FUTSTK    ,PGEL      ,30/12/2025,00000577.40,00000593.70,00000577.40,00000582.55,000000004151000,     2159093160.00,          3670800,             5244,             4762
FUTSTK    ,PGEL      ,27/01/2026,00000576.05,00000595.75,00000576.05,00000585.10,000000006388750,     2617530630.00,          4432700,             4666,             4094
FUTSTK    ,PGEL      ,24/02/2026,00000593.00,00000597.15,00000586.80,00000585.80,000000000244150,       50548835.00,            85500,              090,              069
FUTSTK    ,PHOENIXLTD,30/12/2025,00001847.60,00001869.50,00001840.60,00001851.80,000000001702400,     2213489005.00,          1193850,             3411,             3009
FUTSTK    ,PHOENIXLTD,27/01/2026,00001871.20,00001882.90,00001854.00,00001863.90,000000002087050,     2171482915.00,          1163400,             3324,             2957
FUTSTK    ,PHOENIXLTD,24/02/2026,00001885.00,00001885.00,00001871.90,00001871.90,000000000013300,        3288915.00,             1750,              005,              005
FUTSTK    ,PIDILITIND,30/12/2025,00001449.00,00001464.70,00001448.20,00001459.10,000000003512500,     3111214850.00,          2133000,             4266,             3984
FUTSTK    ,PIDILITIND,27/01/2026,00001458.30,00001475.00,00001458.30,00001468.40,000000005088500,     3264274950.00,          2223000,             4446,             4160
FUTSTK    ,PIDILITIND,24/02/2026,00001470.00,00001483.90,00001470.00,00001477.30,000000000045000,       26625000.00,            18000,              036,              031
FUTSTK    ,PIIND     ,30/12/2025,00003230.10,00003265.00,00003208.80,00003237.80,000000000973175,     3246247882.50,          1001875,             5725,             4913
FUTSTK    ,PIIND     ,27/01/2026,00003208.10,00003252.80,00003207.40,00003222.30,000000001684725,     2990795027.50,           926275,             5293,             4552
FUTSTK    ,PIIND     ,24/02/2026,00003238.00,00003245.00,00003208.00,00003221.20,000000000030800,       37300830.00,            11550,              066,              056
FUTSTK    ,PNB       ,30/12/2025,00000121.08,00000121.08,00000119.60,00000120.51,000000138136000,     6668890400.00,         55424000,             6928,             5635
FUTSTK    ,PNB       ,27/01/2026,00000121.88,00000121.88,00000120.36,00000121.26,000000122176000,     6649858720.00,         54936000,             6867,             5625
FUTSTK    ,PNB       ,24/02/2026,00000122.53,00000122.53,00000121.10,00000122.01,000000005032000,      109192320.00,           896000,              112,              102
FUTSTK    ,PNBHOUSING,30/12/2025,00000969.00,00000969.00,00000940.35,00000944.95,000000009214400,     5231473390.00,          5499650,             8461,             6937
FUTSTK    ,PNBHOUSING,27/01/2026,00000973.95,00000974.90,00000947.00,00000951.05,000000010058750,     5601057572.50,          5849350,             8999,             7263
FUTSTK    ,PNBHOUSING,24/02/2026,00000977.00,00000977.00,00000954.00,00000956.60,000000000064350,       28176720.00,            29250,              045,              042
FUTSTK    ,POLICYBZR ,30/12/2025,00001918.20,00001937.30,00001907.40,00001913.00,000000003544100,     4743136195.00,          2474150,             7069,             5344
FUTSTK    ,POLICYBZR ,27/01/2026,00001929.20,00001947.00,00001918.20,00001923.80,000000004461100,     4650573305.00,          2411150,             6889,             5187
FUTSTK    ,POLICYBZR ,24/02/2026,00001951.90,00001951.90,00001927.40,00001935.30,000000000026250,       20325445.00,            10500,              030,              022
FUTSTK    ,POLYCAB   ,30/12/2025,00007635.00,00007675.00,00007547.50,00007571.00,000000001366875,     6414088625.00,           844750,             6758,             6029
FUTSTK    ,POLYCAB   ,27/01/2026,00007684.00,00007726.00,00007596.50,00007624.00,000000001774125,     6783829937.50,           887250,             7098,             6445
FUTSTK    ,POLYCAB   ,24/02/2026,00007743.00,00007765.00,00007650.00,00007666.00,000000000023875,       55760187.50,             7250,              058,              051
FUTSTK    ,POWERGRID ,30/12/2025,00000268.35,00000269.40,00000265.25,00000265.95,000000035993600,     5323777960.00,         19881600,            10464,             7411
FUTSTK    ,POWERGRID ,27/01/2026,00000270.25,00000271.15,00000266.85,00000267.45,000000060321200,     5735861835.00,         21304700,            11213,             8026
FUTSTK    ,POWERGRID ,24/02/2026,00000269.25,00000269.85,00000266.00,00000266.65,000000002190700,      166094390.00,           619400,              326,              300
FUTSTK    ,POWERINDIA,30/12/2025,00018665.00,00018665.00,00018145.00,00018375.00,000000000140350,     1600977000.00,            86950,             1739,             1658
FUTSTK    ,POWERINDIA,27/01/2026,00018855.00,00018855.00,00018250.00,00018470.00,000000000144950,     1350455250.00,            73000,             1460,             1395
FUTSTK    ,POWERINDIA,24/02/2026,00018540.00,00018750.00,00018490.00,00018605.00,000000000002750,       13937500.00,              750,              015,              015
FUTSTK    ,PPLPHARMA ,30/12/2025,00000176.50,00000177.67,00000174.10,00000174.71,000000011397500,     1624276800.00,          9267500,             3707,             3516
FUTSTK    ,PPLPHARMA ,27/01/2026,00000176.91,00000178.38,00000174.30,00000174.82,000000015091125,     1639355523.75,          9329250,             3554,             3324
FUTSTK    ,PPLPHARMA ,24/02/2026,00000178.00,00000178.86,00000176.00,00000176.00,000000000595875,       28793808.75,           162750,              062,              042
FUTSTK    ,PRESTIGE  ,30/12/2025,00001601.00,00001650.50,00001595.30,00001614.50,000000002708100,     6640896690.00,          4083300,             9074,             8012
FUTSTK    ,PRESTIGE  ,27/01/2026,00001613.00,00001660.30,00001599.70,00001621.70,000000002435850,     5800506390.00,          3545550,             7879,             6550
FUTSTK    ,PRESTIGE  ,24/02/2026,00001662.00,00001662.00,00001626.90,00001627.60,000000000015300,        5909490.00,             3600,              008,              008
FUTSTK    ,VBL       ,30/12/2025,00000476.10,00000483.90,00000475.10,00000483.25,000000026377350,     7157513858.75,         14893250,            14530,            12148
FUTSTK    ,VBL       ,27/01/2026,00000478.90,00000487.35,00000478.15,00000486.50,000000034274250,     7440211125.00,         15377625,            13669,            11828
FUTSTK    ,VBL       ,24/02/2026,00000482.00,00000489.95,00000482.00,00000489.55,000000000360000,      173822456.25,           357750,              318,              203
FUTSTK    ,VEDL      ,30/12/2025,00000602.95,00000606.85,00000596.90,00000600.20,000000071263200,    25352423037.50,         42162450,            36663,            18599
FUTSTK    ,VEDL      ,27/01/2026,00000603.00,00000610.50,00000600.85,00000604.00,000000066986350,    24589512347.50,         40635250,            35335,            17959
FUTSTK    ,VEDL      ,24/02/2026,00000605.30,00000610.60,00000601.50,00000604.75,000000001322500,      320015157.50,           527850,              459,              431
FUTSTK    ,VOLTAS    ,30/12/2025,00001389.90,00001412.60,00001377.20,00001382.10,000000003562500,     5153400075.00,          3694875,             9853,             7883
FUTSTK    ,VOLTAS    ,27/01/2026,00001403.40,00001408.00,00001372.30,00001377.90,000000007839750,     5478161962.50,          3942375,            10513,             8523
FUTSTK    ,VOLTAS    ,24/02/2026,00001388.90,00001399.10,00001369.30,00001373.00,000000000106500,       77350200.00,            55875,              149,              133
FUTSTK    ,ZYDUSLIFE ,30/12/2025,00000917.20,00000919.65,00000908.50,00000911.35,000000004850100,     2577941145.00,          2827800,             3142,             2821
FUTSTK    ,ZYDUSLIFE ,27/01/2026,00000920.95,00000924.00,00000913.55,00000916.65,000000007233300,     2539145205.00,          2770200,             3078,             2757
FUTSTK    ,ZYDUSLIFE ,24/02/2026,00000928.00,00000928.00,00000918.80,00000921.50,000000000148500,       53921160.00,            58500,              065,              064
FUTSTK    ,BAJAJ-AUTO,30/12/2025,00009142.50,00009188.00,00009065.00,00009074.00,000000001197375,    10345482150.00,          1134900,            15132,            12698
FUTSTK    ,BAJAJ-AUTO,27/01/2026,00009200.00,00009227.00,00009090.50,00009096.50,000000002504625,    10315991400.00,          1128375,            15045,            12627
FUTSTK    ,BAJAJ-AUTO,24/02/2026,00009209.00,00009249.00,00009121.00,00009138.00,000000000024825,       85435462.50,             9300,              124,              115
FUTSTK    ,BAJAJFINSV,30/12/2025,00002037.40,00002037.40,00002003.30,00002014.10,000000010791250,    10558080675.00,          5233000,            20932,            12092
FUTSTK    ,BAJAJFINSV,27/01/2026,00002043.50,00002044.90,00002017.00,00002027.60,000000013371500,    11956516075.00,          5887000,            23548,            14752
FUTSTK    ,BAJAJFINSV,24/02/2026,00002053.20,00002056.40,00002028.70,00002040.50,000000000110250,       72033425.00,            35250,              141,              129
FUTSTK    ,BAJFINANCE,30/12/2025,00001006.00,00001009.00,00000996.70,00000999.70,000000032661750,    21391792500.00,         21348750,            28465,            19310
FUTSTK    ,BAJFINANCE,27/01/2026,00001016.20,00001016.20,00001003.90,00001006.40,000000068032500,    20871231900.00,         20690250,            27587,            18514
FUTSTK    ,BAJFINANCE,24/02/2026,00001012.40,00001019.70,00001011.40,00001012.60,000000000741750,      159842550.00,           157500,              210,              193
FUTSTK    ,BANDHANBNK,30/12/2025,00000145.96,00000146.31,00000144.50,00000144.91,000000050382000,     3543628824.00,         24418800,             6783,             5655
FUTSTK    ,BANDHANBNK,27/01/2026,00000146.52,00000147.23,00000145.41,00000145.70,000000077410800,     3505793148.00,         24015600,             6671,             5574
FUTSTK    ,BANDHANBNK,24/02/2026,00000147.50,00000147.95,00000146.40,00000146.55,000000002502000,       86182812.00,           586800,              163,              135
FUTSTK    ,BANKBARODA,30/12/2025,00000290.30,00000292.10,00000287.95,00000288.70,000000050116950,     6646057616.25,         22970025,             7853,             6303
FUTSTK    ,BANKBARODA,27/01/2026,00000292.55,00000293.85,00000289.75,00000290.55,000000052682175,     6698170147.50,         23005125,             7865,             6417
FUTSTK    ,BANKBARODA,24/02/2026,00000295.45,00000295.70,00000291.60,00000292.35,000000000821925,       59105621.25,           201825,              069,              064
FUTSTK    ,BANKINDIA ,30/12/2025,00000140.00,00000140.82,00000139.01,00000139.73,000000029915600,     2013277032.00,         14398800,             2769,             2338
FUTSTK    ,BANKINDIA ,27/01/2026,00000140.86,00000141.72,00000139.92,00000140.62,000000029858400,     1906799648.00,         13551200,             2606,             2171
FUTSTK    ,BANKINDIA ,24/02/2026,00000141.95,00000142.39,00000141.00,00000141.52,000000000431600,       15477800.00,           109200,              021,              021
FUTSTK    ,BDL       ,30/12/2025,00001490.00,00001519.00,00001478.80,00001482.60,000000002500875,     3165348387.50,          2108275,             6487,             5980
FUTSTK    ,BDL       ,27/01/2026,00001499.90,00001518.00,00001475.20,00001481.70,000000003078950,     3456878810.00,          2304050,             6583,             6028
FUTSTK    ,BDL       ,24/02/2026,00001505.70,00001522.00,00001476.10,00001487.20,000000000289800,      320775315.00,           213500,              610,              565
FUTSTK    ,BEL       ,30/12/2025,00000402.80,00000406.95,00000397.70,00000398.95,000000057490200,    11435544060.00,         28378875,            19915,            16465
FUTSTK    ,BEL       ,27/01/2026,00000407.00,00000409.25,00000400.20,00000401.40,000000073984575,    11891626852.50,         29347875,            20595,            17243
FUTSTK    ,BEL       ,24/02/2026,00000408.00,00000411.00,00000402.50,00000403.80,000000002727450,      474020763.75,          1165650,              818,              734
FUTSTK    ,BHARATFORG,30/12/2025,00001453.80,00001461.40,00001437.90,00001444.70,000000004575000,     3485089900.00,          2402500,             4805,             4341
FUTSTK    ,BHARATFORG,27/01/2026,00001461.90,00001469.20,00001445.50,00001454.20,000000004386500,     3129570350.00,          2145000,             4290,             3916
FUTSTK    ,BHARATFORG,24/02/2026,00001471.00,00001471.60,00001457.30,00001457.60,000000000092500,       13896300.00,             9500,              019,              016
FUTSTK    ,BHARTIARTL,30/12/2025,00002113.00,00002121.60,00002103.30,00002105.60,000000022869350,    23382929832.50,         11085075,            23337,            13622
FUTSTK    ,BHARTIARTL,27/01/2026,00002140.70,00002140.70,00002117.70,00002120.20,000000034491175,    23196555222.50,         10922150,            22994,            13394
FUTSTK    ,BHARTIARTL,24/02/2026,00002137.00,00002137.90,00002125.00,00002128.10,000000001696700,      343909310.00,           161500,              340,              339
FUTSTK    ,BHEL      ,30/12/2025,00000278.80,00000285.85,00000277.75,00000282.00,000000030770250,     6550788431.25,         23076375,             8791,             7304
FUTSTK    ,BHEL      ,27/01/2026,00000280.50,00000287.70,00000279.00,00000283.70,000000041146875,     6812577581.25,         23856000,             9088,             7658
FUTSTK    ,BHEL      ,24/02/2026,00000284.40,00000289.30,00000283.80,00000284.45,000000000693000,      128262618.75,           446250,              170,              143
FUTSTK    ,BIOCON    ,30/12/2025,00000397.25,00000401.30,00000394.40,00000396.15,000000027047500,     4486440375.00,         11267500,             4507,             3574
FUTSTK    ,BIOCON    ,27/01/2026,00000399.10,00000403.70,00000397.00,00000398.65,000000023362500,     4517503500.00,         11277500,             4511,             3597
FUTSTK    ,BIOCON    ,24/02/2026,00000405.45,00000405.45,00000399.65,00000400.35,000000000295000,       42294125.00,           105000,              042,              038
FUTSTK    ,BLUESTARCO,30/12/2025,00001774.30,00001801.10,00001760.00,00001767.50,000000001016275,     1454919667.50,           816725,             2513,             2418
FUTSTK    ,BLUESTARCO,27/01/2026,00001779.10,00001803.00,00001766.60,00001772.30,000000001433575,     1400208452.50,           783900,             2412,             2317
FUTSTK    ,BLUESTARCO,24/02/2026,00001796.10,00001803.60,00001791.70,00001791.70,000000000005200,        2922790.00,             1625,              005,              005
FUTSTK    ,BOSCHLTD  ,30/12/2025,00036020.00,00036335.00,00035820.00,00035925.00,000000000086275,     3320358625.00,            92000,             3680,             3484
FUTSTK    ,BOSCHLTD  ,27/01/2026,00036120.00,00036490.00,00036025.00,00036145.00,000000000135000,     2883658250.00,            79525,             3181,             3045
FUTSTK    ,BOSCHLTD  ,24/02/2026,00036405.00,00036490.00,00036200.00,00036200.00,000000000001100,       26362625.00,              725,              029,              024
FUTSTK    ,BPCL      ,30/12/2025,00000365.15,00000369.30,00000361.90,00000366.40,000000021197675,     4151925283.75,         11372050,             5758,             5142
FUTSTK    ,BPCL      ,27/01/2026,00000367.85,00000371.00,00000364.15,00000368.10,000000014707825,     3693573505.00,         10064600,             5096,             4533
FUTSTK    ,BPCL      ,24/02/2026,00000366.60,00000369.55,00000363.95,00000367.35,000000000327850,       37631748.75,           102700,              052,              049
FUTSTK    ,BRITANNIA ,30/12/2025,00006088.00,00006088.00,00006014.50,00006036.50,000000001531625,     4374120000.00,           723875,             5791,             4789
FUTSTK    ,BRITANNIA ,27/01/2026,00006010.00,00006114.50,00006010.00,00006077.50,000000001945125,     4709040250.00,           774000,             6192,             5161
FUTSTK    ,BRITANNIA ,24/02/2026,00006130.00,00006143.00,00006099.00,00006113.00,000000000005250,       10712812.50,             1750,              014,              014
FUTSTK    ,BSE       ,30/12/2025,00002668.90,00002687.50,00002633.60,00002648.10,000000005217750,     8452183687.50,          3175125,             8467,             7104
FUTSTK    ,BSE       ,27/01/2026,00002657.00,00002703.00,00002651.00,00002665.80,000000007039125,     7307311687.50,          2728125,             7275,             6256
FUTSTK    ,BSE       ,24/02/2026,00002685.30,00002719.00,00002663.80,00002682.00,000000000352875,      612141487.50,           227625,              607,              458
FUTSTK    ,EICHERMOT ,30/12/2025,00007263.50,00007348.50,00007263.50,00007317.50,000000001978900,     8449778750.00,          1155000,             6600,             6273
FUTSTK    ,EICHERMOT ,27/01/2026,00007302.50,00007399.50,00007302.50,00007372.00,000000001804300,     7109945000.00,           964900,             9649,             9134
FUTSTK    ,EICHERMOT ,24/02/2026,00007393.00,00007440.00,00007375.00,00007415.00,000000000037200,      139922000.00,            18900,              189,              140
FUTSTK    ,ETERNAL   ,30/12/2025,00000282.00,00000284.50,00000279.55,00000281.50,000000159157600,    20764554168.75,         73450825,            30289,            19034
FUTSTK    ,ETERNAL   ,27/01/2026,00000283.00,00000286.40,00000281.35,00000283.40,000000210909525,    20055923700.00,         70465650,            29058,            17798
FUTSTK    ,ETERNAL   ,24/02/2026,00000285.00,00000288.05,00000284.05,00000285.30,000000002585050,      198374093.75,           693550,              286,              270
FUTSTK    ,EXIDEIND  ,30/12/2025,00000367.90,00000369.50,00000364.25,00000365.20,000000018266400,     3018054060.00,          8238600,             4577,             3646
FUTSTK    ,EXIDEIND  ,27/01/2026,00000368.90,00000371.55,00000366.60,00000367.55,000000016947000,     2927810340.00,          7943400,             4413,             3470
FUTSTK    ,EXIDEIND  ,24/02/2026,00000371.30,00000373.60,00000369.35,00000370.05,000000000594000,       61486650.00,           165600,              092,              088
FUTSTK    ,JINDALSTEL,30/12/2025,00000998.40,00000999.00,00000986.20,00000988.30,000000007852500,     3590800562.50,          3621875,             5795,             4705
FUTSTK    ,JINDALSTEL,27/01/2026,00001006.90,00001006.90,00000991.90,00000994.10,000000007973750,     3823104625.00,          3833750,             6134,             5087
FUTSTK    ,JINDALSTEL,24/02/2026,00001008.60,00001009.00,00000998.00,00001000.20,000000000045000,       21312937.50,            21250,              034,              032
FUTSTK    ,JIOFIN    ,30/12/2025,00000299.00,00000300.05,00000296.05,00000296.80,000000086033500,    10560961100.00,         35407450,            15067,            10805
FUTSTK    ,JIOFIN    ,27/01/2026,00000301.20,00000302.00,00000298.00,00000298.75,000000101144000,    10263418200.00,         34185450,            14547,            10369
FUTSTK    ,JIOFIN    ,24/02/2026,00000302.00,00000303.75,00000299.85,00000300.60,000000003868100,      186547700.00,           618050,              263,              258
FUTSTK    ,JSWENERGY ,30/12/2025,00000486.90,00000486.90,00000476.50,00000479.95,000000026102000,     7556378700.00,         15673000,            15673,            10505
FUTSTK    ,JSWENERGY ,27/01/2026,00000485.90,00000489.30,00000479.70,00000483.15,000000027696000,     7385566400.00,         15222000,            15222,            10141
FUTSTK    ,JSWENERGY ,24/02/2026,00000491.00,00000491.45,00000484.00,00000485.65,000000000195000,       20956050.00,            43000,              043,              038
FUTSTK    ,JSWSTEEL  ,30/12/2025,00001089.50,00001100.00,00001081.80,00001093.40,000000027214650,    16763280345.00,         15373800,            22776,            13254
FUTSTK    ,JSWSTEEL  ,27/01/2026,00001090.00,00001107.50,00001088.70,00001100.80,000000035559000,    16627363290.00,         15146325,            22439,            12856
FUTSTK    ,JSWSTEEL  ,24/02/2026,00001102.00,00001113.00,00001096.60,00001106.90,000000000218025,       52954560.00,            47925,              071,              069
FUTSTK    ,JUBLFOOD  ,30/12/2025,00000560.50,00000565.20,00000554.80,00000559.55,000000009192500,     5600524250.00,          9985000,             7988,             7125
FUTSTK    ,JUBLFOOD  ,27/01/2026,00000559.75,00000564.80,00000554.05,00000556.10,000000017675000,     5512134625.00,          9861250,             7889,             7126
FUTSTK    ,JUBLFOOD  ,24/02/2026,00000565.75,00000566.25,00000555.70,00000557.10,000000000526250,      102960562.50,           183750,              147,              130
FUTSTK    ,KALYANKJIL,30/12/2025,00000489.05,00000496.65,00000488.00,00000491.85,000000023048800,     6166837863.75,         12509050,            10646,             7872
FUTSTK    ,KALYANKJIL,27/01/2026,00000491.20,00000499.95,00000491.20,00000495.30,000000025659650,     6230813911.25,         12553700,            10684,             8083
FUTSTK    ,KALYANKJIL,24/02/2026,00000497.35,00000501.60,00000496.55,00000498.50,000000000210325,       46357510.00,            92825,              079,              071
FUTSTK    ,KAYNES    ,30/12/2025,00004115.00,00004166.00,00004030.00,00004057.50,000000001629100,     4668083250.00,          1137400,            11374,             9267
FUTSTK    ,KAYNES    ,27/01/2026,00004141.50,00004172.50,00004035.00,00004063.00,000000001674700,     4779134200.00,          1162500,            11625,             9076
FUTSTK    ,KAYNES    ,24/02/2026,00004165.00,00004193.00,00004057.00,00004084.50,000000000135500,      239781500.00,            58100,              581,              430
FUTSTK    ,KEI       ,30/12/2025,00004417.40,00004464.00,00004356.30,00004377.60,000000000742525,     2543717470.00,           579075,             3309,             3227
FUTSTK    ,KEI       ,27/01/2026,00004420.00,00004484.00,00004380.40,00004401.10,000000000751275,     2552440397.50,           578200,             3304,             3184
FUTSTK    ,KEI       ,24/02/2026,00004407.00,00004410.70,00004407.00,00004410.70,000000000003850,        1543097.50,              350,              002,              002
FUTSTK    ,KFINTECH  ,30/12/2025,00001088.00,00001106.50,00001085.90,00001099.00,000000001709550,     1374472170.00,          1257300,             2794,             2605
FUTSTK    ,KFINTECH  ,27/01/2026,00001079.00,00001089.80,00001071.80,00001085.70,000000001878000,     1488891050.00,          1374000,             2748,             2590
FUTSTK    ,KFINTECH  ,24/02/2026,00001076.90,00001088.90,00001075.60,00001084.80,000000000062000,       23813850.00,            22000,              044,              044
FUTSTK    ,KOTAKBANK ,30/12/2025,00002153.00,00002172.90,00002153.00,00002166.20,000000022580400,    24156381760.00,         11169600,            27924,            18089
FUTSTK    ,KOTAKBANK ,27/01/2026,00002175.00,00002188.00,00002166.40,00002181.20,000000031154400,    23055650440.00,         10588000,            26470,            17112
FUTSTK    ,KOTAKBANK ,24/02/2026,00002188.00,00002199.10,00002184.00,00002193.10,000000000159200,       83227120.00,            38000,              095,              093
FUTSTK    ,KPITTECH  ,30/12/2025,00001239.90,00001239.90,00001208.20,00001212.00,000000002060800,     2032628800.00,          1662400,             4156,             3466
FUTSTK    ,KPITTECH  ,27/01/2026,00001222.40,00001240.00,00001211.10,00001215.70,000000002334525,     1938369367.50,          1581000,             3720,             3047
FUTSTK    ,KPITTECH  ,24/02/2026,00001230.00,00001232.00,00001216.10,00001219.60,000000000052275,       18218135.00,            14875,              035,              032
FUTSTK    ,360ONE    ,30/12/2025,00001191.00,00001207.00,00001174.70,00001182.20,000000000847500,     1104653550.00,           931500,             1863,             1736
FUTSTK    ,360ONE    ,27/01/2026,00001191.00,00001202.00,00001170.40,00001176.40,000000001643000,     1217286750.00,          1030000,             2060,             1832
FUTSTK    ,360ONE    ,24/02/2026,00001200.00,00001200.00,00001176.50,00001176.90,000000000029000,        4721800.00,             4000,              008,              008
FUTSTK    ,ABB       ,30/12/2025,00005205.00,00005247.50,00005165.50,00005190.00,000000000932250,     3670938625.00,           704000,             5632,             5023
FUTSTK    ,ABB       ,27/01/2026,00005214.50,00005258.00,00005172.00,00005193.00,000000001694750,     3657596500.00,           700375,             5603,             5005
FUTSTK    ,ABB       ,24/02/2026,00005229.00,00005267.00,00005200.00,00005209.00,000000000031750,       20911875.00,             4000,              032,              030
FUTSTK    ,ABCAPITAL ,30/12/2025,00000349.40,00000349.80,00000343.60,00000348.15,000000049417100,    11715212790.00,         33759000,            10890,             8621
FUTSTK    ,ABCAPITAL ,27/01/2026,00000352.90,00000352.90,00000345.95,00000350.60,000000061686900,    11811110205.00,         33805500,            10905,             8703
FUTSTK    ,ABCAPITAL ,24/02/2026,00000352.65,00000354.35,00000348.40,00000352.05,000000000567300,       85045245.00,           241800,              078,              069
FUTSTK    ,ADANIENSOL,30/12/2025,00000980.00,00001019.00,00000980.00,00001015.00,000000008652150,     5939599522.50,          5866425,             8691,             6588
FUTSTK    ,ADANIENSOL,27/01/2026,00001000.95,00001025.85,00000998.90,00001021.70,000000012341025,     5514245640.00,          5410125,             8015,             6163
FUTSTK    ,ADANIENSOL,24/02/2026,00001009.05,00001031.00,00001009.05,00001029.30,000000000070875,       15910188.75,            15525,              023,              022
FUTSTK    ,ADANIENT  ,30/12/2025,00002228.80,00002256.20,00002220.70,00002232.00,000000011990436,     9472577804.40,          4231446,            13694,             9868
FUTSTK    ,ADANIENT  ,27/01/2026,00002239.90,00002258.30,00002221.20,00002236.20,000000012764790,     9051523311.30,          4038939,            13071,             9332
FUTSTK    ,ADANIENT  ,24/02/2026,00002238.00,00002262.20,00002234.30,00002241.00,000000000575358,      204933435.00,            91155,              295,              265
FUTSTK    ,ADANIGREEN,30/12/2025,00001013.90,00001027.40,00001012.20,00001019.60,000000014014800,     6179693940.00,          6042000,            10070,             7259
FUTSTK    ,ADANIGREEN,27/01/2026,00001022.00,00001034.10,00001019.00,00001026.20,000000013358400,     5570098380.00,          5411400,             9019,             6425
FUTSTK    ,ADANIGREEN,24/02/2026,00001034.50,00001039.70,00001030.00,00001032.40,000000000291600,       63376440.00,            61200,              102,              093
FUTSTK    ,ADANIPORTS,30/12/2025,00001498.50,00001500.50,00001485.30,00001488.70,000000012808375,     8764271740.00,          5876700,            12372,             8520
