INSTRUMENT,SYMBOL    ,EXP_DATE  ,OPEN_PRICE ,HI_PRICE   ,LO_PRICE   ,CLOSE_PRICE,OPEN_INT*      ,TRD_VAL           ,TRD_QTY          ,NO_OF_CONT       ,NO_OF_TRADE      
FUTSTK    ,GMRAIRPORT,30/12/2025,00000103.02,00000104.16,00000102.26,00000102.58,000000092697750,     3912414489.00,         37867275,             5429,             4142
FUTSTK    ,GMRAIRPORT,27/01/2026,00000104.05,00000104.82,00000102.90,00000103.15,000000099212400,     4080204042.75,         39248325,             5627,             4245
FUTSTK    ,GMRAIRPORT,24/02/2026,00000104.36,00000105.35,00000103.54,00000103.76,000000002601675,       81731166.75,           781200,              112,              104
FUTSTK    ,GODREJCP  ,30/12/2025,00001189.00,00001208.50,00001189.00,00001205.40,000000004355500,     3504403500.00,          2918500,             5837,             5482
FUTSTK    ,GODREJCP  ,27/01/2026,00001201.90,00001216.00,00001197.70,00001213.30,000000007227000,     3876789150.00,          3207500,             6415,             6083
FUTSTK    ,GODREJCP  ,24/02/2026,00001211.00,00001220.90,00001211.00,00001218.10,000000000024500,        9118000.00,             7500,              015,              015
FUTSTK    ,GODREJPROP,30/12/2025,00002016.00,00002021.50,00001996.30,00002005.30,000000005185125,     5253700045.00,          2615800,             9512,             8588
FUTSTK    ,GODREJPROP,27/01/2026,00002004.00,00002034.50,00002004.00,00002018.30,000000005528050,     5245885617.50,          2595175,             9437,             8612
FUTSTK    ,GODREJPROP,24/02/2026,00002020.00,00002043.70,00002020.00,00002028.80,000000000082225,       34640980.00,            17050,              062,              054
FUTSTK    ,GRASIM    ,30/12/2025,00002814.90,00002842.30,00002811.80,00002819.60,000000008867000,    13985997550.00,          4944750,            19779,            12353
FUTSTK    ,GRASIM    ,27/01/2026,00002838.60,00002860.10,00002831.30,00002838.30,000000010604500,    13835413275.00,          4859500,            19438,            12011
FUTSTK    ,GRASIM    ,24/02/2026,00002869.10,00002871.80,00002859.50,00002860.30,000000000021500,        7169650.00,             2500,              010,              010
FUTSTK    ,LAURUSLABS,30/12/2025,00001085.00,00001090.20,00001080.50,00001086.50,000000007812350,     4274041060.00,          3939750,             4635,             3665
FUTSTK    ,LAURUSLABS,27/01/2026,00001096.00,00001097.40,00001087.00,00001093.30,000000010070800,     4716853915.00,          4319700,             5082,             4051
FUTSTK    ,LAURUSLABS,24/02/2026,00001101.20,00001102.00,00001093.20,00001100.20,000000000328100,      104530450.00,            95200,              112,              104
FUTSTK    ,LICHSGFIN ,30/12/2025,00000543.00,00000543.00,00000537.30,00000538.65,000000021097000,     4391377200.00,          8140000,             8140,             6197
FUTSTK    ,LICHSGFIN ,27/01/2026,00000542.90,00000544.60,00000540.65,00000541.95,000000017917000,     4257558200.00,          7843000,             7843,             5942
FUTSTK    ,LICHSGFIN ,24/02/2026,00000546.90,00000547.65,00000544.40,00000545.65,000000000313000,       48615150.00,            89000,              089,              078
FUTSTK    ,LICI      ,30/12/2025,00000851.70,00000852.95,00000843.50,00000849.05,000000006985300,     3001246640.00,          3537800,             5054,             3896
FUTSTK    ,LICI      ,27/01/2026,00000857.00,00000857.45,00000847.60,00000851.75,000000005486600,     3153321150.00,          3698100,             5283,             3996
FUTSTK    ,LICI      ,24/02/2026,00000859.15,00000861.25,00000852.00,00000856.65,000000000442400,      189978460.00,           221200,              316,              217
FUTSTK    ,LODHA     ,30/12/2025,00001087.00,00001087.00,00001070.60,00001074.60,000000006531750,     4011946830.00,          3721500,             8270,             7113
FUTSTK    ,LODHA     ,27/01/2026,00001088.20,00001093.00,00001077.70,00001081.80,000000008957700,     3977879715.00,          3665700,             8146,             7008
FUTSTK    ,LODHA     ,24/02/2026,00001092.00,00001095.60,00001084.80,00001087.30,000000000102600,       17178435.00,            15750,              035,              035
FUTSTK    ,LT        ,30/12/2025,00004058.00,00004058.00,00004030.40,00004046.80,000000006045200,    12356184785.00,          3058650,            17478,            15434
FUTSTK    ,LT        ,27/01/2026,00004082.70,00004091.00,00004057.90,00004072.80,000000009445100,    11827095140.00,          2908500,            16620,            14589
FUTSTK    ,LT        ,24/02/2026,00004090.60,00004102.00,00004083.40,00004098.70,000000000134925,       63031937.50,            15400,              088,              077
FUTSTK    ,LTF       ,30/12/2025,00000305.00,00000305.00,00000299.85,00000301.35,000000022372468,     6799774321.40,         22528638,             5049,             4837
FUTSTK    ,LTF       ,27/01/2026,00000305.90,00000306.15,00000300.95,00000302.85,000000028158750,     6373796625.00,         21030750,             9347,             8634
FUTSTK    ,LTF       ,24/02/2026,00000305.55,00000307.30,00000302.75,00000304.20,000000000441000,       45233325.00,           148500,              066,              057
FUTSTK    ,LTIM      ,30/12/2025,00006125.00,00006174.50,00006030.00,00006044.00,000000000696300,     4751302275.00,           779700,             5198,             4618
FUTSTK    ,LTIM      ,27/01/2026,00006163.50,00006188.00,00006050.00,00006061.00,000000001742250,     4898859075.00,           802050,             5347,             4772
FUTSTK    ,LTIM      ,24/02/2026,00006135.00,00006135.00,00006080.00,00006080.00,000000000012150,       22932000.00,             3750,              025,              020
FUTSTK    ,LUPIN     ,30/12/2025,00002100.30,00002113.60,00002093.40,00002106.90,000000004678400,     4108544530.00,          1955000,             4600,             3613
FUTSTK    ,LUPIN     ,27/01/2026,00002112.60,00002125.60,00002106.90,00002120.80,000000004609975,     4378698670.00,          2070175,             4871,             3979
FUTSTK    ,LUPIN     ,24/02/2026,00002128.50,00002136.60,00002121.00,00002135.60,000000000037400,       25336077.50,            11900,              028,              027
FUTSTK    ,SAIL      ,30/12/2025,00000131.08,00000132.99,00000130.59,00000132.42,000000106046100,     6846345287.00,         51864500,            11035,             4213
FUTSTK    ,SAIL      ,27/01/2026,00000132.10,00000133.78,00000131.26,00000133.24,000000101073500,     7191959505.00,         54144000,            11520,             4678
FUTSTK    ,SAIL      ,24/02/2026,00000133.69,00000134.20,00000132.35,00000133.78,000000004587200,       59004646.00,           441800,              094,              086
FUTSTK    ,SAMMAANCAP,30/12/2025,00000141.21,00000142.58,00000139.08,00000139.69,000000076445400,     1252834498.00,          8926800,             2076,             1807
FUTSTK    ,SAMMAANCAP,27/01/2026,00000141.60,00000142.74,00000140.22,00000140.32,000000032718700,      348986796.00,          2468200,              574,              510
FUTSTK    ,SAMMAANCAP,24/02/2026,00000141.29,00000142.36,00000140.83,00000140.83,000000001492100,        1825264.00,            12900,              003,              003
FUTSTK    ,SBICARD   ,30/12/2025,00000871.00,00000877.75,00000865.95,00000867.85,000000009841600,     6989025640.00,          8011200,            10014,             9138
FUTSTK    ,SBICARD   ,27/01/2026,00000858.70,00000860.45,00000846.25,00000849.40,000000011835200,     7007725920.00,          8238400,            10298,             9388
FUTSTK    ,SBICARD   ,24/02/2026,00000856.95,00000856.95,00000837.85,00000842.75,000000000304000,      162253560.00,           192000,              240,              222
FUTSTK    ,SBILIFE   ,30/12/2025,00002022.00,00002026.00,00002003.40,00002021.50,000000004553625,     6005128087.50,          2976375,             7937,             6820
FUTSTK    ,SBILIFE   ,27/01/2026,00002005.10,00002040.50,00002005.10,00002034.60,000000005919750,     5208277875.00,          2564250,             6838,             5877
FUTSTK    ,SBILIFE   ,24/02/2026,00002043.50,00002052.40,00002033.20,00002046.00,000000000064875,       40575675.00,            19875,              053,              047
FUTSTK    ,SBIN      ,30/12/2025,00000970.00,00000971.35,00000964.80,00000967.40,000000033770250,    17124401625.00,         17694750,            23593,            20896
FUTSTK    ,SBIN      ,27/01/2026,00000976.40,00000977.85,00000971.25,00000973.65,000000049377000,    16996240425.00,         17448000,            23264,            20850
FUTSTK    ,SBIN      ,24/02/2026,00000981.80,00000983.00,00000977.35,00000979.25,000000001015500,      135941812.50,           138750,              185,              165
FUTSTK    ,SHREECEM  ,30/12/2025,00026230.00,00026440.00,00025995.00,00026385.00,000000000145225,     3099278125.00,           117700,             4708,             4334
FUTSTK    ,SHREECEM  ,27/01/2026,00026120.00,00026495.00,00026120.00,00026455.00,000000000213775,     2811091500.00,           106475,             4259,             3916
FUTSTK    ,SHREECEM  ,24/02/2026,00026365.00,00026585.00,00026300.00,00026530.00,000000000003000,       26468375.00,             1000,              040,              031
FUTSTK    ,SHRIRAMFIN,30/12/2025,00000979.00,00000979.00,00000957.40,00000960.35,000000036769425,    17993585527.50,         18721725,            22693,            18833
FUTSTK    ,SHRIRAMFIN,27/01/2026,00000981.00,00000981.95,00000963.65,00000966.60,000000034819950,    16323800130.00,         16872900,            20452,            16816
FUTSTK    ,SHRIRAMFIN,24/02/2026,00000984.40,00000984.40,00000967.40,00000970.65,000000001293600,      878916555.00,           905850,             1098,             1086
FUTSTK    ,SIEMENS   ,30/12/2025,00003104.80,00003122.40,00003080.80,00003100.30,000000001360750,     3268388937.50,          1051250,             8410,             7844
FUTSTK    ,SIEMENS   ,27/01/2026,00003090.30,00003132.30,00003090.30,00003107.70,000000001961925,     3155801722.50,          1012550,             5786,             5444
FUTSTK    ,SIEMENS   ,24/02/2026,00003135.70,00003147.00,00003117.30,00003123.20,000000000034475,       38375382.50,            12250,              070,              070
FUTSTK    ,SOLARINDS ,30/12/2025,00012592.00,00012730.00,00012410.00,00012449.00,000000000640650,     3681617025.00,           293100,             3908,             3700
FUTSTK    ,SOLARINDS ,27/01/2026,00012553.00,00012824.00,00012491.00,00012529.00,000000000617200,     4002920150.00,           316650,             6333,             5679
FUTSTK    ,SOLARINDS ,24/02/2026,00012772.00,00012881.00,00012589.00,00012621.00,000000000031100,      161119850.00,            12650,              253,              174
FUTSTK    ,SONACOMS  ,30/12/2025,00000490.30,00000490.30,00000480.80,00000482.35,000000008011500,     4022352075.00,          8331750,             7935,             7833
FUTSTK    ,SONACOMS  ,27/01/2026,00000485.20,00000490.80,00000484.20,00000485.80,000000010715075,     3699413698.75,          7610925,             6213,             6136
FUTSTK    ,SONACOMS  ,24/02/2026,00000491.00,00000491.00,00000486.35,00000487.15,000000000156800,       14344321.25,            29400,              024,              024
FUTSTK    ,SRF       ,30/12/2025,00003109.00,00003139.00,00003096.40,00003101.80,000000001664200,     3318802900.00,          1062200,             5311,             4660
FUTSTK    ,SRF       ,27/01/2026,00003125.00,00003159.00,00003105.20,00003122.00,000000002278600,     3417009820.00,          1086800,             5434,             4815
FUTSTK    ,SRF       ,24/02/2026,00003165.00,00003171.20,00003137.00,00003137.00,000000000025000,       32774580.00,            10400,              052,              039
FUTSTK    ,SUNPHARMA ,30/12/2025,00001718.60,00001732.40,00001710.30,00001720.70,000000006676950,     6451978225.00,          3755850,            10731,             9333
FUTSTK    ,SUNPHARMA ,27/01/2026,00001741.30,00001743.80,00001720.60,00001731.00,000000011655000,     6954478020.00,          4022900,            11494,            10021
FUTSTK    ,SUNPHARMA ,24/02/2026,00001746.10,00001746.10,00001720.70,00001731.00,000000000126700,       91331975.00,            52850,              151,              149
FUTSTK    ,SUPREMEIND,30/12/2025,00003335.60,00003339.70,00003273.90,00003283.90,000000001447950,     2693153155.00,           813050,             4646,             3675
FUTSTK    ,SUPREMEIND,27/01/2026,00003325.60,00003343.40,00003281.00,00003287.70,000000001447075,     2756613492.50,           831425,             4751,             3773
FUTSTK    ,SUPREMEIND,24/02/2026,00003339.80,00003350.00,00003300.00,00003302.90,000000000018725,       19187297.50,             5775,              033,              033
FUTSTK    ,SUZLON    ,30/12/2025,00000053.54,00000054.25,00000053.19,00000053.28,000000126040000,     3530649440.00,         65648000,             8206,             6884
FUTSTK    ,SUZLON    ,27/01/2026,00000053.54,00000054.45,00000053.50,00000053.60,000000171511100,     3851634718.25,         71324575,             7903,             6744
FUTSTK    ,SUZLON    ,24/02/2026,00000054.00,00000054.79,00000053.85,00000053.93,000000006137000,       88691563.00,          1633525,              181,              168
FUTSTK    ,SYNGENE   ,30/12/2025,00000650.35,00000656.75,00000650.35,00000653.65,000000004522000,     1356970400.00,          2077000,             2077,             1866
FUTSTK    ,SYNGENE   ,27/01/2026,00000653.90,00000660.90,00000653.90,00000657.90,000000005477000,     1327174000.00,          2018000,             2018,             1812
FUTSTK    ,SYNGENE   ,24/02/2026,00000661.35,00000663.05,00000661.35,00000661.90,000000000034000,        7934550.00,            12000,              012,              009
FUTSTK    ,CAMS      ,30/12/2025,00000750.90,00000761.30,00000747.40,00000750.50,000000004207500,     2128232775.00,          2817750,             3757,             3269
FUTSTK    ,CAMS      ,27/01/2026,00000755.00,00000763.80,00000750.20,00000752.60,000000005006250,     2129666700.00,          2811000,             3748,             3194
FUTSTK    ,CAMS      ,24/02/2026,00000757.00,00000765.20,00000752.10,00000754.90,000000000176250,       35807550.00,            47250,              063,              061
FUTSTK    ,CANBK     ,30/12/2025,00000149.73,00000150.75,00000148.75,00000150.11,000000054182250,     7884328927.50,         52528500,             7782,             7042
FUTSTK    ,CANBK     ,27/01/2026,00000151.18,00000151.19,00000149.40,00000150.39,000000083909250,     7486340625.00,         49734000,             7368,             6699
FUTSTK    ,CANBK     ,24/02/2026,00000150.68,00000151.90,00000150.45,00000151.16,000000002976750,       77615347.50,           513000,              076,              073
FUTSTK    ,CDSL      ,30/12/2025,00001494.60,00001509.40,00001481.40,00001487.00,000000005041650,     5466807917.50,          3659400,             7704,             6195
FUTSTK    ,CDSL      ,27/01/2026,00001501.20,00001509.80,00001482.00,00001487.20,000000005951275,     5344016000.00,          3574850,             7526,             6064
FUTSTK    ,CDSL      ,24/02/2026,00001508.10,00001517.10,00001488.60,00001494.00,000000000286425,      145507605.00,            96900,              204,              190
FUTSTK    ,CGPOWER   ,30/12/2025,00000660.30,00000666.25,00000654.50,00000657.80,000000006840800,     2471068872.50,          3740000,             4400,             4113
FUTSTK    ,CGPOWER   ,27/01/2026,00000666.10,00000669.50,00000658.05,00000660.95,000000008743950,     2307316202.50,          3473100,             4086,             3799
FUTSTK    ,CGPOWER   ,24/02/2026,00000673.30,00000673.30,00000664.00,00000664.55,000000000143650,       12489900.00,            18700,              022,              022
FUTSTK    ,CHOLAFIN  ,30/12/2025,00001704.60,00001714.00,00001698.40,00001702.10,000000007181250,     7852114875.00,          4605625,             7369,             6738
FUTSTK    ,CHOLAFIN  ,27/01/2026,00001718.00,00001725.00,00001707.20,00001711.40,000000009814375,     8426537125.00,          4916875,             7867,             6716
FUTSTK    ,CHOLAFIN  ,24/02/2026,00001713.00,00001720.00,00001705.00,00001708.40,000000000128750,       25673500.00,            15000,              024,              024
FUTSTK    ,CIPLA     ,30/12/2025,00001480.20,00001509.50,00001480.20,00001505.20,000000005336625,     5180895750.00,          3444000,             9184,             8335
FUTSTK    ,CIPLA     ,27/01/2026,00001504.20,00001519.10,00001503.70,00001513.90,000000009646875,     5083817137.50,          3358500,             8956,             8121
FUTSTK    ,CIPLA     ,24/02/2026,00001518.00,00001527.50,00001518.00,00001524.80,000000000082500,       32557912.50,            21375,              057,              055
FUTSTK    ,COALINDIA ,30/12/2025,00000404.40,00000409.00,00000401.30,00000402.55,000000026978400,     6170760292.50,         15237450,            11287,             8791
FUTSTK    ,COALINDIA ,27/01/2026,00000405.05,00000410.70,00000403.00,00000404.45,000000033178950,     6137225752.50,         15091650,            11179,             8474
FUTSTK    ,COALINDIA ,24/02/2026,00000404.00,00000408.65,00000402.05,00000402.85,000000001229850,      171422595.00,           422550,              313,              289
FUTSTK    ,COFORGE   ,30/12/2025,00001725.00,00001744.00,00001661.80,00001676.80,000000006989250,    10887146025.00,          6433500,            17156,            13633
FUTSTK    ,COFORGE   ,27/01/2026,00001745.00,00001745.00,00001671.40,00001686.00,000000010183125,    13020830550.00,          7664625,            20439,            17030
FUTSTK    ,COFORGE   ,24/02/2026,00001740.00,00001749.00,00001678.00,00001690.80,000000000273375,      364046962.50,           213000,              568,              504
FUTSTK    ,COLPAL    ,30/12/2025,00002093.00,00002115.00,00002071.10,00002088.30,000000003116475,     4955024250.00,          2357325,            10477,             9129
FUTSTK    ,COLPAL    ,27/01/2026,00002102.50,00002121.10,00002089.40,00002091.60,000000005046750,     5118294487.50,          2430225,            10801,             9542
FUTSTK    ,COLPAL    ,24/02/2026,00002106.90,00002130.00,00002101.10,00002103.20,000000000133875,       88472700.00,            41850,              186,              181
FUTSTK    ,CONCOR    ,30/12/2025,00000508.50,00000522.50,00000507.80,00000520.05,000000025406250,     6690709750.00,         12926250,            10341,             7737
FUTSTK    ,CONCOR    ,27/01/2026,00000510.90,00000525.90,00000510.90,00000523.35,000000021121250,     7098157000.00,         13620000,            10896,             8098
FUTSTK    ,CONCOR    ,24/02/2026,00000511.90,00000526.90,00000511.90,00000524.45,000000001013750,      229912562.50,           441250,              353,              329
FUTSTK    ,CROMPTON  ,30/12/2025,00000256.45,00000258.90,00000255.05,00000256.90,000000028031400,     3408257790.00,         13224600,             7347,             5831
FUTSTK    ,CROMPTON  ,27/01/2026,00000257.35,00000260.80,00000257.35,00000258.70,000000035456400,     3297472470.00,         12709800,             7061,             5550
FUTSTK    ,CROMPTON  ,24/02/2026,00000260.70,00000262.15,00000259.55,00000260.15,000000001470600,       74185380.00,           284400,              158,              153
FUTSTK    ,CUMMINSIND,30/12/2025,00004446.80,00004446.80,00004342.10,00004350.60,000000002001800,     5643821520.00,          1292400,             6462,             4565
FUTSTK    ,CUMMINSIND,27/01/2026,00004465.50,00004471.90,00004373.00,00004379.60,000000002261600,     5913277980.00,          1345200,             6726,             4786
FUTSTK    ,CUMMINSIND,24/02/2026,00004412.70,00004425.20,00004385.90,00004390.20,000000000015000,       13209780.00,             3000,              015,              015
FUTSTK    ,CYIENT    ,30/12/2025,00001118.80,00001127.90,00001115.20,00001119.00,000000002170050,      938849055.00,           837250,             1970,             1891
FUTSTK    ,HAL       ,30/12/2025,00004423.00,00004474.80,00004403.00,00004413.50,000000006765900,     8501307525.00,          1913550,            12757,            11435
FUTSTK    ,HAL       ,27/01/2026,00004452.30,00004503.60,00004431.00,00004440.70,000000004218900,     8267070180.00,          1849500,            12330,            11197
FUTSTK    ,HAL       ,24/02/2026,00004470.00,00004512.30,00004443.20,00004451.50,000000000256200,      466764045.00,           104100,              694,              584
FUTSTK    ,HAVELLS   ,30/12/2025,00001427.10,00001437.20,00001418.10,00001421.30,000000003477500,     3977519500.00,          2784500,             5569,             4964
FUTSTK    ,HAVELLS   ,27/01/2026,00001431.40,00001443.00,00001425.30,00001427.40,000000005441500,     4087933700.00,          2850500,             5701,             5129
FUTSTK    ,HAVELLS   ,24/02/2026,00001447.00,00001448.60,00001431.70,00001433.50,000000000121500,       59743500.00,            41500,              083,              073
FUTSTK    ,HCLTECH   ,30/12/2025,00001663.40,00001682.20,00001651.70,00001661.10,000000008914500,     7551866770.00,          4545100,            12986,            11960
FUTSTK    ,HCLTECH   ,27/01/2026,00001668.70,00001669.90,00001646.40,00001656.40,000000010313450,     7545694030.00,          4554550,            13013,            11958
FUTSTK    ,HCLTECH   ,24/02/2026,00001675.00,00001675.00,00001660.00,00001666.80,000000000102900,       36216670.00,            21700,              062,              055
FUTSTK    ,HDFCAMC   ,30/12/2025,00002632.00,00002674.90,00002632.00,00002645.80,000000003254100,     4779935670.00,          1799700,             5999,             5325
FUTSTK    ,HDFCAMC   ,27/01/2026,00002665.70,00002692.50,00002656.10,00002662.20,000000004426200,     4849121700.00,          1814400,             6048,             5455
FUTSTK    ,HDFCAMC   ,24/02/2026,00002685.00,00002691.60,00002673.10,00002677.10,000000000048300,       20935200.00,             7800,              026,              026
FUTSTK    ,HDFCBANK  ,30/12/2025,00000995.30,00000997.50,00000988.10,00000991.60,000000099565950,    41630293540.00,         41961150,            76293,            49393
FUTSTK    ,HDFCBANK  ,27/01/2026,00001002.60,00001004.50,00000994.60,00000998.00,000000158223450,    41644212225.00,         41700450,            75819,            50166
FUTSTK    ,HDFCBANK  ,24/02/2026,00001009.30,00001010.00,00001000.60,00001004.10,000000001340900,      128651875.00,           128150,              233,              214
FUTSTK    ,HDFCLIFE  ,30/12/2025,00000752.35,00000755.80,00000746.85,00000749.05,000000015065600,     8573161850.00,         11410300,            10373,             8821
FUTSTK    ,HDFCLIFE  ,27/01/2026,00000759.10,00000760.05,00000751.30,00000752.95,000000024237400,     8812241515.00,         11661100,            10601,             9082
FUTSTK    ,HDFCLIFE  ,24/02/2026,00000762.50,00000764.25,00000756.15,00000758.50,000000000213400,       50981150.00,            67100,              061,              061
FUTSTK    ,HEROMOTOCO,30/12/2025,00005687.00,00005714.00,00005619.50,00005647.50,000000002717700,    10465885050.00,          1847850,            12319,            10339
FUTSTK    ,HEROMOTOCO,27/01/2026,00005734.00,00005749.00,00005652.00,00005681.50,000000004199100,    10491966300.00,          1841850,            12279,            10296
FUTSTK    ,HEROMOTOCO,24/02/2026,00005697.00,00005740.00,00005651.00,00005674.00,000000000058650,       82694625.00,            14550,              097,              095
FUTSTK    ,HFCL      ,30/12/2025,00000063.77,00000064.92,00000060.69,00000061.42,000000079528500,     2178860826.00,         34468800,             5344,             4339
FUTSTK    ,HINDALCO  ,30/12/2025,00000866.10,00000874.20,00000861.00,00000871.55,000000025752300,    13096169555.00,         15086400,            21552,            15451
FUTSTK    ,HINDALCO  ,27/01/2026,00000871.00,00000879.90,00000866.70,00000877.25,000000054799500,    12390764925.00,         14180600,            20258,            14882
FUTSTK    ,HINDALCO  ,24/02/2026,00000877.50,00000885.00,00000872.40,00000882.30,000000000338100,      156290785.00,           177800,              254,              217
FUTSTK    ,HINDPETRO ,30/12/2025,00000469.05,00000470.95,00000464.85,00000467.95,000000022475475,     6082087095.00,         13014675,             6427,             4454
FUTSTK    ,HINDPETRO ,27/01/2026,00000472.05,00000473.55,00000468.00,00000471.00,000000022025925,     5490236497.50,         11674125,             5765,             3992
FUTSTK    ,HINDPETRO ,24/02/2026,00000473.20,00000473.20,00000467.45,00000470.15,000000000396900,       67569896.25,           143775,              071,              067
FUTSTK    ,HINDUNILVR,30/12/2025,00002281.00,00002291.70,00002275.00,00002286.60,000000004066800,     9409253940.00,          4118100,            13727,            12107
FUTSTK    ,HINDUNILVR,27/01/2026,00002301.00,00002301.00,00002289.00,00002295.60,000000009035700,     9976949460.00,          4348500,            14495,            12927
FUTSTK    ,HINDUNILVR,24/02/2026,00002312.00,00002313.60,00002305.00,00002311.50,000000000201900,       50605830.00,            21900,              073,              069
FUTSTK    ,HINDZINC  ,30/12/2025,00000644.00,00000645.00,00000633.20,00000635.65,000000020009150,    11317938292.50,         17752700,            14492,            11548
FUTSTK    ,HINDZINC  ,27/01/2026,00000649.00,00000649.00,00000636.95,00000639.60,000000024078600,    10956099017.50,         17081400,            13944,            10877
FUTSTK    ,HINDZINC  ,24/02/2026,00000644.25,00000650.05,00000641.75,00000643.20,000000001700300,      436430260.00,           676200,              552,              492
FUTSTK    ,HUDCO     ,30/12/2025,00000216.00,00000222.80,00000215.61,00000222.05,000000017252175,     3813264418.50,         17252175,             6217,             4923
FUTSTK    ,HUDCO     ,27/01/2026,00000217.12,00000224.00,00000217.01,00000223.31,000000021497925,     3841148229.00,         17288250,             6230,             5108
FUTSTK    ,HUDCO     ,24/02/2026,00000218.73,00000224.59,00000218.73,00000224.19,000000000538350,       61293811.50,           274725,              099,              095
FUTSTK    ,DABUR     ,30/12/2025,00000488.00,00000494.00,00000488.00,00000489.90,000000009406250,     2409056500.00,          4902500,             3922,             3653
FUTSTK    ,DABUR     ,27/01/2026,00000494.30,00000495.85,00000491.00,00000491.65,000000013076250,     2563188937.50,          5197500,             4158,             3874
FUTSTK    ,DABUR     ,24/02/2026,00000497.30,00000498.50,00000494.00,00000494.70,000000000306250,       59493625.00,           120000,              096,              094
FUTSTK    ,DALBHARAT ,30/12/2025,00002108.00,00002166.00,00002086.00,00002158.20,000000000964925,     2177492297.50,          1014650,             3122,             2831
FUTSTK    ,DALBHARAT ,27/01/2026,00002129.50,00002178.90,00002121.00,00002169.30,000000002305550,     2935957602.50,          1360125,             4185,             3742
FUTSTK    ,DALBHARAT ,24/02/2026,00002134.30,00002186.80,00002134.30,00002180.90,000000000050050,      150489267.50,            69550,              214,              158
FUTSTK    ,DELHIVERY ,30/12/2025,00000406.60,00000409.95,00000404.10,00000406.90,000000010578350,     2131080713.75,          5231075,             2521,             2022
FUTSTK    ,DELHIVERY ,27/01/2026,00000409.60,00000412.40,00000406.75,00000409.55,000000010823200,     2102253361.25,          5127325,             2471,             1988
FUTSTK    ,DELHIVERY ,24/02/2026,00000414.00,00000414.00,00000410.15,00000410.15,000000000105825,        3425098.75,             8300,              004,              003
FUTSTK    ,DIVISLAB  ,30/12/2025,00006497.00,00006545.00,00006414.50,00006436.50,000000001195100,     5187235850.00,           799900,             7999,             6442
FUTSTK    ,DIVISLAB  ,27/01/2026,00006550.00,00006580.00,00006451.00,00006471.50,000000002126000,     5549928650.00,           851500,             8515,             7045
FUTSTK    ,DIVISLAB  ,24/02/2026,00006585.00,00006621.00,00006489.50,00006509.50,000000000009800,       28834450.00,             4400,              044,              044
FUTSTK    ,DIXON     ,30/12/2025,00012625.00,00012697.00,00012276.00,00012353.00,000000001244550,    13102086600.00,          1050750,            21015,            17254
FUTSTK    ,DIXON     ,27/01/2026,00012735.00,00012769.00,00012327.00,00012412.00,000000001538450,    12523097150.00,           999750,            19995,            16155
FUTSTK    ,DIXON     ,24/02/2026,00012809.00,00012840.00,00012412.00,00012468.00,000000000086150,      558417350.00,            44350,              887,              836
